"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2012-04-05T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0139,5","+0089,5","10126,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,,"MET09304/04/12 19:53:01 METAR KLAX 050353Z 23004KT 10SM FEW250 14/09 A2991 RMK AO2 SLP126 T01390089",
"72295023174","2012-04-05T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0133,5","+0089,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+07620,5,99,9",,,"2,99,1,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,"MET09304/04/12 20:53:01 METAR KLAX 050453Z 23004KT 10SM SCT250 13/09 A2992 RMK AO2 SLP129 T01330089",
"72295023174","2012-04-05T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0026,5","22000,5,9,N","014484,5,N,5","+0128,5","+0094,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+07620,5,99,9",,,"2,99,1,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0172,1","999,N,+0128,1",,,,,,,,,,,"10132,5,10014,5","1,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET11004/04/12 21:53:01 METAR KLAX 050553Z 25005KT 9SM SCT250 13/09 A2992 RMK AO2 SLP129 T01280094 10172 20128 51006",
"72295023174","2012-04-05T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0026,1","22000,1,9,N","014000,1,N,1","+0128,1","+0094,1","10129,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0172,1","240,N,+0117,1",,,,,,,,,,,"99999,9,99999,9","1,1,006,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  05064 72295 32964 42505 10128 20094 30076 40129 51006 90553 333 10172 20117 555 90506;","Q01 100763APOSP "
"72295023174","2012-04-05T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0031,5","07620,5,M,N","016093,5,N,5","+0128,5","+0094,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+07620,5,99,9",,,"3,99,1,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,"MET09304/04/12 22:53:01 METAR KLAX 050653Z 25006KT 10SM BKN250 13/09 A2992 RMK AO2 SLP129 T01280094",
"72295023174","2012-04-05T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0128,5","+0094,5","10128,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+07620,5,99,9",,,"3,99,1,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,,"MET10304/04/12 23:53:01 METAR KLAX 050753Z 22004KT 10SM BKN250 13/09 A2991 RMK AO2 SLP128 T01280094 401830111",
"72295023174","2012-04-05T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0183,5","240,N,+0111,5",,,,,,,,,"024,W,+0117,D,4","024,D,+0094,D,4",,,"10020,4,10139,4","10019,4,10122,4",,,,,,,,"1,24,01073,270,9999,5","2,24,00894,270,9999,5","3,24,00304,999,9999,5","024,X,086,D,4","024,N,051,D,4","024,M,071,D,4","SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 52AVERAGE STATION PRESSURE:29.585 MINIMUM SEA LEVEL PRESSURE:29.89 TIME OF OCCURRENCE:1920 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.8 24 HR AVG TEMP (F): 59DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):65  LATEST NIGHT MIN TEMP(1900-0800 LST):52 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2012-04-05T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0122,5","+0094,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+07620,5,99,9",,,"3,99,1,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5","8,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET10504/05/12 00:53:02 METAR KLAX 050853Z 00000KT 10SM BKN250 12/09 A2991 RMK AO2 SLP127 T01220094 58002 (RPA)",
"72295023174","2012-04-05T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0128,5","+0089,5","10122,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+07620,5,99,9",,,"3,99,1,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,,"MET09904/05/12 01:53:02 METAR KLAX 050953Z 00000KT 10SM BKN250 13/09 A2990 RMK AO2 SLP122 T01280089 (RPA)",
"72295023174","2012-04-05T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0015,5","07620,5,M,N","016093,5,N,5","+0111,5","+0083,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+07620,5,99,9",,,"3,99,1,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,"MET10304/05/12 02:53:02 METAR KLAX 051053Z 08003KT 10SM BKN250 11/08 A2989 RMK AO2 SLP120 T01110083 RTX (RPA)",
"72295023174","2012-04-05T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0111,5","+0083,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+07620,5,99,9",,,"2,99,1,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0128,1","999,N,+0106,1",,,,,,,,,,,"10122,5,10004,5","6,9,008,9,+999,9",,,,,,,,,,,,,,,,"MET11704/05/12 03:53:02 METAR KLAX 051153Z 10003KT 10SM SCT250 11/08 A2989 RMK AO2 SLP119 T01110083 10128 20106 56008 (RPA)",
"72295023174","2012-04-05T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","100,1,N,0015,1","22000,1,9,N","016000,1,N,1","+0111,1","+0083,1","10119,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","120,N,+0106,1","240,M,+0183,1",,,,,,,,,,,"99999,9,99999,9","6,1,008,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  05124 72295 32966 41003 10111 20083 30066 40119 56008 91153 333 10183 20106 555 90512;","Q01 100663APOSP "
"72295023174","2012-04-05T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0117,5","+0089,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+07620,5,99,9",,"1,99,1,+00305,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,"MET10604/05/12 04:53:02 METAR KLAX 051253Z 08004KT 10SM FEW010 SCT250 12/09 A2989 RMK AO2 SLP120 T01170089 (RPA)",
"72295023174","2012-04-05T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07500,5,9,N","009656,5,N,5","+0117,5","+0094,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","04,5,+00610,5,99,9","04,5,+05486,5,99,9","1,99,1,+00457,5,9","2,99,1,+00610,5,9","2,99,1,+05486,5,9","3,99,1,+07500,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,"10,1",,,,,,,,,,,"MET11504/05/12 05:53:02 METAR KLAX 051353Z 00000KT 6SM BR FEW015 SCT020 SCT180 12/09 A2990 RMK AO2 SLP124 T01170094 (RPA)","P01 220003SCOCIG"
"72295023174","2012-04-05T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","008047,5,N,5","+0133,5","+0111,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00457,5,99,9","04,5,+05486,5,99,9","07,5,+07620,5,99,9","1,99,1,+00457,5,9","2,99,1,+05486,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5","3,9,010,9,+999,9",,,,,"10,1",,,,,,,,,,,"MET12104/05/12 06:53:02 METAR KLAX 051453Z 00000KT 5SM BR FEW015 SCT180 BKN250 13/11 A2992 RMK AO2 SLP129 T01330111 53010 (DMQ)",
"72295023174","2012-04-05T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0015,5","04267,5,M,N","009656,5,N,5","+0139,5","+0100,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00427,5,99,9","04,5,+00610,5,99,9","07,5,+04267,5,99,9","1,99,1,+00427,5,9","2,99,1,+00610,5,9","3,99,1,+04267,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,"05,5",,,,,,,,,,,"MET11504/05/12 07:53:02 METAR KLAX 051553Z 27003KT 6SM HZ FEW014 SCT020 BKN140 14/10 A2992 RMK AO2 SLP132 T01390100 (DMQ)",
"72295023174","2012-04-05T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","04267,5,M,N","014484,5,N,5","+0150,5","+0078,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00610,5,99,9","07,5,+04267,5,99,9",,"1,99,1,+00610,5,9","3,99,1,+04267,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET10504/05/12 08:53:02 METAR KLAX 051653Z VRB03KT 9SM FEW020 BKN140 15/08 A2994 RMK AO2 SLP137 T01500078 (DMQ)",
"72295023174","2012-04-05T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0156,5","+0089,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00610,5,99,9","04,5,+04267,5,99,9",,"1,99,1,+00610,5,9","2,99,1,+04267,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0106,1",,,,,,,,,,,"10142,5,10024,5","3,9,013,9,+999,9",,,,,,,,,,,,,,,,"MET12404/05/12 09:53:02 METAR KLAX 051753Z 24009KT 10SM FEW020 SCT140 16/09 A2995 RMK AO2 SLP142 T01560089 10161 20106 53013 (DMQ)",
"72295023174","2012-04-05T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","240,1,N,0046,1","22000,1,9,N","016000,1,N,1","+0156,1","+0089,1","10142,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9","120,M,+0161,1","240,N,+0106,1",,,,,,,,,,,"99999,9,99999,9","3,1,013,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  05184 72295 32566 42409 10156 20089 30087 40142 53013 91753 333 10161 20106 555 90518;","Q01 100873APOSP "
"72295023174","2012-04-05T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0156,5","+0083,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00762,5,99,9","04,5,+04877,5,99,9",,"1,99,1,+00762,5,9","2,99,1,+04877,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET10604/05/12 10:53:02 METAR KLAX 051853Z 24009KT 10SM FEW025 SCT160 16/08 A2995 RMK AO2 SLP141 T01560083 (DMQ)",
"72295023174","2012-04-05T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0161,5","+0089,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,"0093,5",,,,,,,,"MET10204/05/12 11:53:02 METAR KLAX 051953Z 25012G18KT 10SM FEW050 16/09 A2994 RMK AO2 SLP139 T01610089 (DMQ)",
"72295023174","2012-04-05T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0161,5","+0056,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5","8,9,004,9,+999,9",,,,,,,,,,,,,,,,"MET10504/05/12 12:53:02 METAR KLAX 052053Z 27014KT 10SM FEW050 16/06 A2994 RMK AO2 SLP137 T01610056 58004 (DMQ)",
"72295023174","2012-04-05T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0161,5","+0050,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09904/05/12 13:53:02 METAR KLAX 052153Z 25013KT 10SM FEW050 16/05 A2993 RMK AO2 SLP136 T01610050 (DMQ)",
"72295023174","2012-04-05T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0088,5","22000,5,9,N","016093,5,N,5","+0161,5","+0067,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,"0118,5",,,,,,,,"MET10104/05/12 14:53:02 METAR KLAX 052253Z 27017G23KT 10SM FEW050 16/07 A2993 RMK AO2 SLP134 T01610067 (AR)",
"72295023174","2012-04-05T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0156,5","+0067,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0167,1","999,N,+0156,1",,,,,,,,,,,"10135,5,10017,5","6,9,004,9,+999,9",,,,,,,,,,,,,,,,"MET11604/05/12 15:53:02 METAR KLAX 052353Z 24016KT 10SM FEW050 16/07 A2993 RMK AO2 SLP133 T01560067 10167 20156 56004 (AR)",
"72295023174","2012-04-06T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","240,1,N,0082,1","22000,1,9,N","016000,1,N,1","+0156,1","+0067,1","10133,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,01750,1,99,9,99,9","120,M,+0167,1","180,N,+0106,1",,,,,,,,,,,"99999,9,99999,9","6,1,004,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  06004 72295 32766 22416 10156 20067 30080 40133 56004 92353 333 10167 20106 555 90600;","Q01 100803APOSP "
"72295023174","2012-04-06T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0144,5","+0050,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,"0124,5","3,01,0139,1,240",,,,,,,"MET11404/05/12 16:53:01 METAR KLAX 060053Z 25015G24KT 10SM FEW050 14/05 A2993 RMK AO2 PK WND 24027/0030 SLP133 T01440050",
"72295023174","2012-04-06T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0133,5","+0061,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET09004/05/12 17:53:01 METAR KLAX 060153Z 25013KT 10SM CLR 13/06 A2994 RMK AO2 SLP137 T01330061","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0128,5","+0061,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","3,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET09604/05/12 18:53:01 METAR KLAX 060253Z 25007KT 10SM CLR 13/06 A2995 RMK AO2 SLP139 T01280061 53006","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","010,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0133,5","+0067,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,"MET09004/05/12 19:53:01 METAR KLAX 060353Z 01004KT 10SM CLR 13/07 A2997 RMK AO2 SLP146 T01330067","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0128,5","+0061,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,"MET09004/05/12 20:53:01 METAR KLAX 060453Z 07007KT 10SM CLR 13/06 A3000 RMK AO2 SLP157 T01280061","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0122,5","+0056,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0156,1","999,N,+0122,1",,,,,,,,,,,"10166,5,10047,5","1,9,024,9,+999,9",,,,,,,,,,,,,,,,"MET10804/05/12 21:53:01 METAR KLAX 060553Z 09004KT 10SM CLR 12/06 A3002 RMK AO2 SLP163 T01220056 10156 20122 51024","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","090,1,N,0021,1","22000,1,9,N","016000,1,N,1","+0122,1","+0056,1","10163,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0156,1","240,N,+0106,1",,,,,,,,,,,"99999,9,99999,9","1,1,024,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  06064 72295 32966 00904 10122 20056 30110 40163 51024 90553 333 10156 20106 555 90606;","Q01 101103APOSP "
"72295023174","2012-04-06T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0133,5","+0039,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,"MET09004/05/12 22:53:01 METAR KLAX 060653Z VRB03KT 10SM CLR 13/04 A3002 RMK AO2 SLP165 T01330039","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-04-06T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","360,5,V,0046,5","22000,5,9,N","016093,5,N,5","+0144,5","-0078,5","10164,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,"0098,5",,,,,,,,"MET10404/05/12 23:53:01 METAR KLAX 060753Z 36009G19KT 10SM CLR 14/M08 A3002 RMK AO2 SLP164 T01441078 401670106","Q01-000803ATOD  Q02    099SCCGD1P01    003SCCGA1"
