"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AW1","AW2","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2008-01-19T14:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","020,1,N,0021,1","22000,1,9,N","016093,1,N,1","+0100,1","-0020,1","10242,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10244,1,99999,9","3,1,007,1,+999,9",,,,,,,,,,,,,,,"MET082SPECI KLAX 191450Z 02004KT 10SM CLR 10/M02 A3025 RMK AO2 SLP242 T01001022 53007 $;","Q01    993SCCGA1Q02    099SCCGD1"
"72295023174","2008-01-19T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0106,5","-0017,5","10244,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10244,5,10124,5",,,,,,,,,,,,,,,,"MET09801/19/08 07:51:51 METAR KLAX 191550Z 07004KT 10SM CLR 11/M02 A3025 RMK AO2 SLP244 T01061017 $ (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0128,5","-0011,5","10246,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10247,5,10128,5",,,,,,,,,,,,,,,,"MET09801/19/08 08:51:52 METAR KLAX 191650Z 04003KT 10SM CLR 13/M01 A3026 RMK AO2 SLP246 T01281011 $ (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","-0011,5","10248,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0083,1",,,,,,,,,,,"10247,5,10128,5","3,9,007,9,+999,9",,,,,,,,,,,,,,,"MET11601/19/08 09:51:52 METAR KLAX 191750Z 00000KT 10SM CLR 16/M01 A3026 RMK AO2 SLP248 T01611011 10161 20083 53007 $ (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0160,1","-0010,1","10248,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0083,1",,,,,,,,,,,"10247,1,99999,9","3,1,007,1,+999,9",,,,,,,,,,,,,,,"MET094SPECI KLAX 191750Z 00000KT 10SM CLR 16/M01 A3026 RMK AO2 SLP248 T01611011 10161 20083 53007 $;","Q01    993SCCGA1Q02    099SCCGD1"
"72295023174","2008-01-19T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0161,1","-0011,1","10248,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0161,1","240,N,+0083,1",,,,,,,,,,,"99999,9,99999,9","3,1,007,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  19184 72295 32966 00000 10161 21011 30191 40248 53007 91750 333 10161 20083 555 91918;","Q01 101913APOSP "
"72295023174","2008-01-19T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0178,5","-0022,5","10244,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10244,5,10124,5",,,,,,,,,,,,,,,,"MET09601/19/08 10:51:52 METAR KLAX 191850Z 00000KT 10SM CLR 18/M02 A3025 RMK AO2 SLP244 T01781022 (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T18:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0180,1","-0020,1","10244,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10244,1,99999,9",,,,,,,,,,,,,,,,"MET074SPECI KLAX 191850Z 00000KT 10SM CLR 18/M02 A3025 RMK AO2 SLP244 T01781022;","Q01    993SCCGA1Q02    099SCCGD1"
"72295023174","2008-01-19T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0194,5","-0033,5","10228,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10227,5,10108,5",,,,,,,,,,,,,,,,"MET09601/19/08 11:51:51 METAR KLAX 191950Z 26003KT 10SM CLR 19/M03 A3020 RMK AO2 SLP228 T01941033 (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0183,5","-0006,5","10216,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10217,5,10097,5","8,9,031,9,+999,9",,,,,,,,,,,,,,,"MET10201/19/08 12:51:52 METAR KLAX 192050Z 26010KT 10SM CLR 18/M01 A3017 RMK AO2 SLP216 T01831006 58031 (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0172,5","+0006,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10210,5,10091,5",,,,,,,,,,,,,,,,"MET09501/19/08 13:51:57 METAR KLAX 192150Z 25009KT 10SM CLR 17/01 A3015 RMK AO2 SLP210 T01720006 (AR)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0172,5","-0017,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,"MET09601/19/08 14:51:50 METAR KLAX 192250Z 25009KT 10SM CLR 17/M02 A3013 RMK AO2 SLP204 T01721017 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-19T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0161,5","+0022,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0194,1","999,N,+0156,1",,,,,,,,,,,"10200,5,10081,5","6,9,017,9,+999,9",,,,,,,,,,,,,,,"MET11301/19/08 15:51:52 METAR KLAX 192350Z 26009KT 10SM CLR 16/02 A3012 RMK AO2 SLP200 T01610022 10194 20156 56017 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0046,1","22000,1,9,N","016000,1,N,1","+0161,1","+0022,1","10200,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0194,1","180,N,+0089,1",,,,,,,,,,,"99999,9,99999,9","6,1,017,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  20004 72295 32966 02609 10161 20022 30144 40200 56017 92350 333 10194 20089 555 92000;","Q01 101443APOSP "
"72295023174","2008-01-20T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0150,5","+0050,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,"MET09501/19/08 16:51:58 METAR KLAX 200050Z 27009KT 10SM CLR 15/05 A3012 RMK AO2 SLP201 T01500050 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0139,5","+0083,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,"MET09501/19/08 17:51:51 METAR KLAX 200150Z 24007KT 10SM CLR 14/08 A3012 RMK AO2 SLP201 T01390083 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0133,5","+0061,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5","8,9,000,9,+999,9",,,,,,,,,,,,,,,"MET10101/19/08 18:51:53 METAR KLAX 200250Z 26008KT 10SM CLR 13/06 A3012 RMK AO2 SLP200 T01330061 58000 (JO)","Q01+000082APCTENQ02    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0133,5","+0072,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,"MET09501/19/08 19:51:52 METAR KLAX 200350Z 24006KT 10SM CLR 13/07 A3012 RMK AO2 SLP199 T01330072 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0128,5","+0078,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,"MET09501/19/08 20:51:52 METAR KLAX 200450Z 23005KT 10SM CLR 13/08 A3011 RMK AO2 SLP196 T01280078 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0133,5","+0067,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0122,1",,,,,,,,,,,"10196,5,10077,5","6,9,004,9,+999,9",,,,,,,,,,,,,,,"MET11301/19/08 21:51:52 METAR KLAX 200550Z 00000KT 10SM CLR 13/07 A3011 RMK AO2 SLP195 T01330067 10161 20122 56004 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0133,1","+0067,1","10195,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0161,1","240,N,+0089,1",,,,,,,,,,,"99999,9,99999,9","6,1,004,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  20064 72295 32966 00000 10133 20067 30140 40195 56004 90550 333 10161 20089 555 92006;","Q01 101403APOSP "
"72295023174","2008-01-20T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0122,5","+0061,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,"MET09501/19/08 22:51:52 METAR KLAX 200650Z 00000KT 10SM CLR 12/06 A3011 RMK AO2 SLP194 T01220061 (JO)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0117,5","+0061,5","10188,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10190,5,10071,5",,,,,,,,,,,,,,,,"MET10501/19/08 23:51:52 METAR KLAX 200750Z 00000KT 10SM CLR 12/06 A3009 RMK AO2 SLP188 T01170061 401940083 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0194,5","240,N,+0083,5",,,,,,,,,"024,W,+0083,D,4","024,D,+0017,D,4",,,"10102,4,10220,4","10101,4,10186,4",,,,,,,"1,24,00760,340,0127,5","2,24,00581,260,1654,5","3,24,00228,999,9999,5","024,X,072,D,4","024,N,021,D,4","024,M,049,D,4","SOD75824 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F):67 24 HR MAX TEMP TIME (LST):1206 24 HR MIN TEMP (F):47 24 HR MIN TEMP TIME (LST):0719 AVERAGE STATION PRESSURE(D):29.830 MINIMUM SEA LEVEL PRESSURE:30.08 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):17  PEAK WIND DIR (DEG):340 PEAK WIND TIME (LST):0127  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1654 AVERAGE WIND SPEED (MPH): 5.1 24 HR AVG TEMP (F):57 DEPART FROM NORMAL:   0 HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 67 LATEST NIGHT MIN TEMP(1900-0800 LST):47 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"72295023174","2008-01-20T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0106,5","+0056,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5","8,9,013,9,+999,9",,,,,,,,,,,,,,,"MET10101/20/08 00:51:52 METAR KLAX 200850Z 08004KT 10SM CLR 11/06 A3008 RMK AO2 SLP182 T01060056 58013 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0094,5","+0039,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,"MET09501/20/08 01:51:50 METAR KLAX 200950Z 07003KT 10SM CLR 09/04 A3007 RMK AO2 SLP180 T00940039 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0083,5","+0017,5","10176,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,"MET09501/20/08 02:51:51 METAR KLAX 201050Z 10003KT 10SM CLR 08/02 A3006 RMK AO2 SLP176 T00830017 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0078,5","+0017,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0133,1","999,N,+0078,1",,,,,,,,,,,"10173,5,10054,5","8,9,013,9,+999,9",,,,,,,,,,,,,,,"MET11301/20/08 03:51:52 METAR KLAX 201150Z 00000KT 10SM CLR 08/02 A3004 RMK AO2 SLP171 T00780017 10133 20078 58013 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0078,1","+0017,1","10171,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0078,1","240,M,+0194,1",,,,,,,,,,,"99999,9,99999,9","8,1,013,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  20124 72295 32966 00000 10078 20017 30117 40171 58013 91150 333 10194 20078 555 92012;","Q01 101173APOSP "
"72295023174","2008-01-20T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0078,5","+0011,5","10166,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,"MET09501/20/08 04:51:52 METAR KLAX 201250Z 05003KT 10SM CLR 08/01 A3003 RMK AO2 SLP166 T00780011 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0067,5","+0000,5","10167,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,"MET09501/20/08 05:51:51 METAR KLAX 201350Z 09004KT 10SM CLR 07/00 A3003 RMK AO2 SLP167 T00670000 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2008-01-20T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0078,5","-0006,5","10166,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9",,,,"1,99,1,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5","6,9,005,9,+999,9",,,,,,,,,,,,,,,"MET10501/20/08 06:51:52 METAR KLAX 201450Z 00000KT 10SM FEW010 08/M01 A3002 RMK AO2 SLP166 T00781006 56005 (GG)",
"72295023174","2008-01-20T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0083,5","-0006,5","10168,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00335,5,99,9",,,,"1,99,1,+00335,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,"MET09901/20/08 07:51:51 METAR KLAX 201550Z 00000KT 10SM FEW011 08/M01 A3003 RMK AO2 SLP168 T00831006 (AR)",
"72295023174","2008-01-20T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0106,5","+0017,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00335,5,99,9",,,,"1,99,1,+00335,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,"MET09801/20/08 08:51:52 METAR KLAX 201650Z 07003KT 10SM FEW011 11/02 A3004 RMK AO2 SLP170 T01060017 (AR)",
"72295023174","2008-01-20T17:10:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","090,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0110,5","+0030,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00152,5,99,9","04,5,+00335,5,99,9",,,"1,99,1,+00152,5,9","2,99,1,+00335,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,"MET08801/20/08 09:11:52 SPECI KLAX 201710Z 09003KT 10SM FEW005 SCT011 11/03 A3004 RMK AO2 (AR)",
"72295023174","2008-01-20T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","22000,5,9,N","014484,5,N,5","+0122,5","+0050,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00335,5,99,9",,,,"1,99,1,+00335,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0122,1","999,N,+0067,1",,,,,,,,,,,"10173,5,10054,5","1,9,007,9,+999,9",,,,,,,,,,,,,,,"MET11501/20/08 09:51:52 METAR KLAX 201750Z VRB04KT 9SM FEW011 12/05 A3004 RMK AO2 SLP171 T01220050 10122 20067 51007 (AR)",
"72295023174","2008-01-20T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","014000,1,N,1","+0122,1","+0050,1","10171,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0133,1","240,N,+0067,1",,,,,,,,,,,"99999,9,99999,9","1,1,007,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  20184 72295 32464 2//04 10122 20050 30117 40171 51007 91750 333 10133 20067 555 92018;","Q01 101173APOSP "
"72295023174","2008-01-20T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","014484,5,N,5","+0139,5","+0067,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9",,,,"1,99,1,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,"MET09701/20/08 10:51:52 METAR KLAX 201850Z 00000KT 9SM FEW010 14/07 A3004 RMK AO2 SLP170 T01390067 (AR)",
