"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AG1","AJ1","AT1","AT2","AT3","AT4","AT5","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GF1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","1998-04-23T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","160,5,N,0021,5","00762,5,M,N","016000,5,N,1","+0144,5","+0106,5","10150,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00750,1,99,9","08,1,+00990,1,99,9",,,"3,99,5,+00762,5,9","4,99,5,+01006,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10114,1",,,,,,,,,,,,,"MET025NEW AO2 SLP150 T01440106;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","250,5,N,0021,5","00640,5,M,N","016000,5,N,1","+0139,5","+0117,5","10150,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"08,1,+00630,1,99,9",,,,"4,99,5,+00640,5,9",,,"08,99,1,99,9,99,9,00800,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10152,5,10113,1","5,1,002,1,+999,9",,,,,,,,,,,,"MET055NEW AO2 SLP150 CITY MIN 59 T01390117 10150 20139 55002;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0015,5","00671,5,M,N","016000,5,N,1","+0139,5","+0111,5","10153,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+00660,1,99,9",,,,"4,99,5,+00671,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10117,1",,,,,,,,,,,,,"MET025NEW AO2 SLP153 T01390111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0021,5","00671,5,M,N","016000,5,N,1","+0144,5","+0111,5","10154,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00660,1,99,9","08,1,+01050,1,99,9",,,"3,99,5,+00671,5,9","4,99,5,+01067,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10117,1",,,,,,,,,,,,,"MET025NEW AO2 SLP154 T01440111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0005,02,008,0000,02,015,0005,02,008","0060,0858,9,0775,9","0060,0076,9,1025,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T14:29:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","080,1,N,0036,1","01140,1,9,N","014484,1,N,1","+0150,1","+0110,1","10154,1",,,,,,,"0,999",,,,,,,,"02,1,+00720,1,99,9","08,1,+01140,1,99,9",,,,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,1,10117,1",,,,,,,,,,,,,"MET008NEW AO2;","Q01+999990APOSP Q02+999990APOSLPQ03+000000PRSWM2"
"72295023174","1998-04-23T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0036,5","01189,5,M,N","014400,5,N,1","+0150,5","+0111,5","10157,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00720,1,99,9","08,1,+01170,1,99,9",,,"1,99,5,+00732,5,9","4,99,5,+01189,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1","1,1,007,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP157 T01500111 51007;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0056,02,008,0000,02,015,0056,02,008","0060,0751,9,0846,9","0060,0346,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","150,5,N,0041,5","01311,5,M,N","014400,5,N,1","+0161,5","+0100,5","10161,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+01290,1,99,9",,,,"4,99,5,+01311,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET025NEW AO2 SLP161 T01610100;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0141,02,008,0000,02,015,0141,02,008","0060,0627,9,0929,9","0060,0618,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0031,5","01128,5,M,N","012800,5,N,1","+0167,5","+0106,5","10166,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+01110,1,99,9",,,,"4,99,5,+01128,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP166 T01670106;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0214,02,008,0006,02,015,0210,02,008","0060,0504,9,1025,9","0060,0860,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","140,5,N,0031,5","01402,5,M,N","014400,5,N,1","+0167,5","+0106,5","10169,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+01050,1,99,9","08,1,+01380,1,99,9",,,"2,99,5,+01067,5,9","4,99,5,+01402,5,9",,"08,99,1,99,9,99,9,01250,1,99,9,99,9",,"0060,0237,02,008,0000,02,015,0237,02,008","0060,0387,9,1151,9","0060,1054,9,1352,9",,,,,,,,,"10169,5,10130,1","1,1,013,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP169 T01670106 10172 20139 51013;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0052,5","01402,5,M,N","016000,5,N,1","+0172,5","+0117,5","10171,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00990,1,99,9","08,1,+01380,1,99,9",,,"2,99,5,+01006,5,9","4,99,5,+01402,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1",,,,,,,,,,,,,"MET025NEW AO2 SLP171 T01720117;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0392,02,008,0042,02,015,0355,02,008","0060,0284,9,1345,9","0060,1187,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0052,5","01676,5,M,N","016000,5,N,1","+0172,5","+0111,5","10169,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01290,1,99,9","08,1,+01500,1,99,9",,,"2,99,5,+01311,5,9","4,99,5,+01676,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1",,,,,,,,,,,,,"MET025NEW AO2 SLP169 T01720111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0245,02,008,0006,02,015,0239,02,008","0060,0222,9,1659,9","0060,1252,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","210,5,N,0046,5","01311,5,M,N","012800,5,N,1","+0167,5","+0117,5","10172,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00900,1,99,9","08,1,+01290,1,99,9",,,"2,99,5,+00914,5,9","4,99,5,+01311,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1","3,1,002,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP172 T01670117 53002;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0347,02,008,0024,02,015,0325,02,008","0060,0232,9,2039,9","0060,1242,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0052,5","01829,5,M,N","016000,5,N,1","+0172,5","+0122,5","10169,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+01800,1,99,9",,,,"4,99,5,+01829,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1",,,,,,,,,,,,,"MET025NEW AO2 SLP169 T01720122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0806,02,008,0553,02,015,0331,02,008","0060,0309,9,2318,9","0060,1158,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-23T22:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0057,5","22000,5,M,N","016000,5,N,1","+0178,5","+0122,5","10161,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01200,1,99,9","02,1,+02400,1,99,9",,,"1,99,5,+01219,5,9","2,99,5,+02438,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET025NEW AO2 SLP161 T01780122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-23T23:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0653,02,008,0491,02,015,0286,02,008","0060,0417,9,2489,9","0060,1007,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","250,5,N,0062,5","22000,5,M,N","016000,5,N,1","+0172,5","+0128,5","10159,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+01200,1,99,9","02,1,+01800,1,99,9",,,"1,99,5,+01219,5,9","2,99,5,+01981,5,9",,"04,99,1,99,9,99,9,01250,1,99,9,99,9",,"0060,0489,02,008,0402,02,015,0251,02,008","0060,0537,9,2604,9","0060,0799,9,1352,9",,,,,,,,,"10159,5,10120,1","8,1,013,1,+999,9",,,,,,,,,,,,"MET055NEW AO2 SLP159 CITY MAX 65 T01720128 10183 20167 58013;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0046,5","01981,5,M,N","016000,5,N,1","+0161,5","+0122,5","10159,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01200,1,99,9","07,1,+01800,1,99,9",,,"2,99,5,+01219,5,9","3,99,5,+01981,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP159 T01610122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0357,02,008,0483,02,015,0161,02,008","0060,0660,9,2695,9","0060,0548,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0156,5","+0122,5","10158,5","01,0000,9,5",,,,,,"0,999",,,,,,,,,,,,"0,99,5,+99999,9,9",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP158 T01560122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0175,02,008,0216,02,015,0132,02,008","0060,0784,9,2777,9","0060,0272,9,1352,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0144,5","+0128,5","10159,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00450,1,99,9","02,1,+01800,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+01981,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1","8,1,001,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP159 T01440128 58001;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,008,0000,02,015,0000,02,008","0060,0873,9,2838,9","0060,0032,9,0665,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0144,5","+0122,5","10163,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+01800,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+01981,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP163 T01440122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0036,5","22000,5,M,N","016000,5,N,1","+0139,5","+0122,5","10166,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP166 T01390122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","280,5,N,0036,5","22000,5,M,N","016000,5,N,1","+0144,5","+0122,5","10163,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00450,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,00450,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10166,5,10127,1","0,1,005,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP163 T01440122 10172 20133 50005;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","280,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0139,5","+0122,5","10162,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET025NEW AO2 SLP162 T01390122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","340,5,N,0015,5","02286,5,M,N","014400,5,N,1","+0139,5","+0128,5","10161,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+01440,1,99,9","07,1,+02100,1,99,9",,"1,99,5,+00457,5,9","2,99,5,+01463,5,9","3,99,5,+02286,5,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"999,M,+0183,1","999,N,+0133,1",,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET032NEW AO2 SLP161 T01390128 4018301","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,"0000,9,5,999999,9,9",,,,,,,,,,,,,,,,,,,"240,M,+0183,5","240,N,+0133,5",,,,,,,,,"10112,9,99999,4",,,,,,,,"1,24,00805,200,1417,5","2,24,00626,240,1551,5","3,24,00367,999,9999,5","SOD56624 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0.0  24 HR MAX TEMP (F): 6524 HR MAX TEMP TIME (LST):1512 24 HR MIN TEMP (F): 5624 HR MIN TEMP TIME (LST):2108 AVERAGE STATION PRESSURE:29.86  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):1417  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1551 AVERAGE WIND SPEED (MPH): 8.2 24 HR AVG TEMP (F):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72295023174","1998-04-24T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0026,5","01524,5,M,N","016000,5,N,1","+0139,5","+0128,5","10159,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00450,1,99,9","07,1,+01500,1,99,9",,,"1,99,5,+00457,5,9","3,99,5,+01524,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1","8,1,004,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP159 T01390128 58004;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-04-24T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0021,5","01280,5,M,N","016000,5,N,1","+0139,5","+0128,5","10156,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","07,1,+01260,1,99,9","08,1,+01500,1,99,9",,"1,99,5,+00457,5,9","3,99,5,+01280,5,9","4,99,5,+01676,5,9","08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP156 T01390128;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-04-24T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
