"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AY1","AY2","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","2000-01-05T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0021,5","22000,5,M,N","012800,5,N,1","+0111,5","+0089,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0206,1","999,N,+0083,1",,,,,,,"10196,5,99999,9",,,,,,"00,1",,,,,,,,"MET090KLAX 050750Z 09004KT 8SM SCT230 11/09 A3011 RMK AO2 SLP195 TWR VIS 10 T01110089 402060083;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0206,5","240,N,+0083,5",,,,,,,,,"10169,9,99999,4",,,,,,,,,"1,24,00805,250,1424,5","2,24,00715,260,1342,5","3,24,00282,999,9999,5","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1217 24 HR MIN TEMP (F): 4724 HR MIN TEMP TIME (LST):0322 AVERAGE STATION PRESSURE:30.03  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1424  FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1342 AVERAGE WIND SPEED (MPH): 6.3 24 HR AVG TEMP (F):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72295023174","2000-01-05T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0117,5","+0078,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10190,5,99999,9","8,1,015,1,+999,9",,,,,"00,1",,,,,,,,"MET086KLAX 050850Z 00000KT 9SM SCT230 12/08 A3009 RMK AO2 SLP187 TWR VIS 10 T01170078 58015;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","080,5,N,0026,5","22000,5,M,N","012800,5,N,1","+0100,5","+0011,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"00,1",,,,,,,,"MET080KLAX 050950Z 08005KT 8SM SCT230 10/01 A3008 RMK AO2 SLP184 TWR VIS 10 T01000011;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","130,5,N,0015,5","22000,5,M,N","012800,5,N,1","+0100,5","+0006,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"00,1",,,,,,,,"MET080KLAX 051050Z 13003KT 8SM SCT230 10/01 A3007 RMK AO2 SLP180 TWR VIS 10 T01000006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,1,N,0026,1","22000,1,9,N","011265,1,N,1","+0070,1","+0000,1","10177,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+06900,1,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0133,1","999,N,+0067,1",,,,,,,"10180,1,99999,9","8,1,011,1,+999,9",,,,,"00,1",,,,,,,,"MET098KLAX 051150Z 09005KT 7SM SCT230 07/00 A3006 RMK AO2 SLP177 TWR VIS 10 T00720000 10133 20067 58011;","Q01+000000PRSWM2"
"72295023174","2000-01-05T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","090,5,N,0026,5","22000,5,M,N","011200,5,N,1","+0072,5","+0000,5","10177,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","999,M,+0206,1","120,N,+0067,1",,,,,,,"10179,5,10140,1","8,1,011,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  05124 72295 32961 40905 10072 20000 30140 40177 58011 91150 333 10206 20067 555 90512;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2000-01-05T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","040,5,N,0026,5","22000,5,M,N","012800,5,N,1","+0083,5","-0006,5","10176,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,5,99999,9",,,,,,"00,1",,,,,,,,"MET081KLAX 051250Z 04005KT 8SM SCT230 08/M01 A3005 RMK AO2 SLP176 TWR VIS 10 T00831006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","140,5,N,0026,5","22000,5,M,N","012800,5,N,1","+0094,5","+0000,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07010,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10179,5,99999,9",,,,,,"00,1",,,,,,,,"MET080KLAX 051350Z 14005KT 8SM SCT230 09/00 A3006 RMK AO2 SLP179 TWR VIS 10 T00940000;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","070,5,N,0015,5","22000,5,M,N","012800,5,N,1","+0106,5","-0006,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07010,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,5,99999,9","3,1,005,1,+999,9",,,,,"00,1",,,,,,,,"MET076KLAX 051450Z 07003KT 8SM FEW230 11/M01 A3007 RMK AO2 SLP182 T01061006 53005;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","009600,5,N,1","+0100,5","-0006,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"05,5",,,,,,,,"MET072KLAX 051550Z 00000KT 6SM HZ CLR 10/M01 A3008 RMK AO2 SLP185 T01001006 $;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-05T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0041,02,008,0263,02,015,0019,02,008","0060,0851,9,1215,9","0060,0120,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0036,5","22000,5,M,N","009600,5,N,1","+0122,5","-0006,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10190,5,99999,9",,,,,,"05,5",,,,,,,,"MET072KLAX 051650Z 10007KT 6SM HZ CLR 12/M01 A3009 RMK AO2 SLP187 T01221006 $;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-05T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0207,02,008,0574,02,015,0061,02,008","0060,0753,9,1311,9","0060,0360,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","009656,1,N,1","+0150,1","+0000,1","10188,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+06000,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0150,1","999,N,+0061,1",,,,,,,"10190,1,99999,9","1,1,006,1,+999,9",,,,,"05,1",,,,,,,,"MET092KLAX 051750Z VRB04KT 6SM HZ FEW200 15/00 A3009 RMK AO2 SLP188 T01500000 10150 20061 51006 $;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2000-01-05T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,V,0021,5","22000,5,M,N","009600,5,N,1","+0150,5","+0000,5","10188,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0363,02,008,0671,02,015,0097,02,008","0060,0668,9,1427,9","0060,0557,9,1415,9","120,M,+0150,1","240,N,+0061,1",,,,,,,"10190,5,10151,1","1,1,006,1,+999,9",,,,,"05,5",,,,,,,,"SYN098AAXX  05184 72295 31959 29904 10150 20000 30151 40188 51006 705// 91750 333 10150 20061 555 90518;","Q01  00002PRCP06N01 00081JPWTH 0"
"72295023174","2000-01-05T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","140,5,N,0021,5","22000,5,M,N","009600,5,N,1","+0178,5","+0000,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"05,5",,,,,,,,"MET074KLAX 051850Z 14004KT 6SM HZ FEW200 18/00 A3007 RMK AO2 SLP184 T01780000 $;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-05T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0487,02,008,0760,02,015,0111,02,008","0060,0605,9,1564,9","0060,0697,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0041,5","22000,5,M,N","009600,5,N,1","+0194,5","+0000,5","10177,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10176,5,99999,9",,,,,,"05,5",,,,,,,,"MET074KLAX 051950Z 22008KT 6SM HZ FEW200 19/00 A3005 RMK AO2 SLP177 T01940000 $;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-05T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0550,02,008,0778,02,015,0126,02,008","0060,0571,9,1721,9","0060,0769,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0026,5","22000,5,M,N","009600,5,N,1","+0211,5","+0000,5","10161,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10163,5,99999,9","8,1,026,1,+999,9",,,,,"05,5",,,,,,,,"MET089KLAX 052050Z 23005KT 6SM HZ CLR 21/00 A3001 RMK AO2 SLP161 TWR VIS 9SM T02110000 58026 $;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2000-01-05T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0554,02,008,0794,02,015,0121,02,008","0060,0572,9,1885,9","0060,0767,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0183,5","+0000,5","10158,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10159,5,99999,9",,,,,,"00,1",,,,,,,,"MET069KLAX 052150Z 22009KT 10SM CLR 18/00 A3000 RMK AO2 SLP158 T01830000 $;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-05T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0496,02,008,0761,02,015,0122,02,008","0060,0606,9,2041,9","0060,0693,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-05T23:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0062,5","22000,5,M,N","016000,5,9,9","+0189,5","-0006,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,99,5,+99999,9,9",,,,,,,"0060,0388,02,008,0689,02,015,0118,02,008","0060,0670,9,2178,9","0060,0552,9,1415,9",,,,,,,,,"10156,5,99999,9",,,,,,,,,,,,,,,"N01 00000JPWTH 0"
"72295023174","2000-01-06T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","210,5,N,0021,5","22000,5,M,N","016000,5,9,9","+0194,5","-0006,5","10158,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,99,5,+99999,9,9",,,,,,,"0060,0233,02,008,0468,02,015,0116,02,008","0060,0756,9,2293,9","0060,0352,9,1415,9",,,,,,,,,"10159,5,99999,9",,,,,,,,,,,,,,,"N01 00000JPWTH 0"
"72295023174","2000-01-06T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","014400,5,N,1","+0189,5","-0006,5","10162,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10163,5,99999,9",,,,,,"00,1",,,,,,,,"MET067KLAX 060050Z VRB03KT 9SM CLR 19/M01 A3001 RMK AO2 SLP162 T01891006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-06T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0037,02,008,0233,02,015,0018,02,008","0060,0853,9,2387,9","0060,0112,9,1356,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-06T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","010,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0194,5","-0017,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10169,5,99999,9",,,,,,"00,1",,,,,,,,"MET068KLAX 060150Z 01004KT 10SM CLR 19/M02 A3003 RMK AO2 SLP169 T01941017;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-06T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-06T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0172,5","-0011,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10179,5,99999,9","3,1,021,1,+999,9",,,,,"00,1",,,,,,,,"MET074KLAX 060250Z 10004KT 10SM CLR 17/M01 A3006 RMK AO2 SLP180 T01721011 53021;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-06T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-06T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0026,5","22000,5,M,N","012800,5,N,1","+0161,5","-0011,5","10191,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10193,5,99999,9",,,,,,"00,1",,,,,,,,"MET067KLAX 060350Z VRB05KT 8SM CLR 16/M01 A3010 RMK AO2 SLP191 T01611011;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-06T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-06T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","011200,5,N,1","+0161,5","-0011,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,"10200,5,99999,9",,,,,,"00,1",,,,,,,,"MET067KLAX 060450Z 00000KT 7SM CLR 16/M01 A3012 RMK AO2 SLP197 T01611011;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2000-01-06T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2000-01-06T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","160,1,N,0021,1","22000,1,9,N","012874,1,N,1","+0150,1","-0010,1","10205,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,"999,M,+0200,1","999,N,+0150,1",,,,,,,"10207,1,99999,9","1,1,025,1,+999,9",,,,,"00,1",,,,,,,,"MET085KLAX 060550Z 16004KT 8SM CLR 15/M01 A3014 RMK AO2 SLP205 T01501011 10200 20150 51025;","Q01+000000PRSWM2"
"72295023174","2000-01-06T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","160,5,N,0021,5","22000,5,M,N","012800,5,N,1","+0150,5","-0011,5","10205,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9","240,M,+0200,1","240,N,+0067,1",,,,,,,"10207,5,10167,1","1,1,025,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  06064 72295 32962 01604 10150 21011 30167 40205 51025 90550 333 10200 20067 555 90606;","Q01  00002PRCP06N01 00000JPWTH 0"
