"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2009-01-14T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0006,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0250,1","999,N,+0172,1",,,,,,,,,,,"10217,5,10097,5","3,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET10801/13/09 21:53:00 METAR KLAX 140553Z 00000KT 10SM CLR 18/01 A3017 RMK AO2 SLP213 T01830006 10250 20172 53007","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0183,1","+0006,1","10213,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0250,1","240,N,+0139,1",,,,,,,,,,,"99999,9,99999,9","3,1,007,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  14064 72295 32966 00000 10183 20006 30161 40213 53007 90553 333 10250 20139 555 91406;","Q01 101613APOSP "
"72295023174","2009-01-14T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0194,5","+0000,5","10211,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10094,5",,,,,,,,,,,,,,,,,"MET09001/13/09 22:53:00 METAR KLAX 140653Z VRB03KT 10SM CLR 19/00 A3016 RMK AO2 SLP211 T01940000","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","+0000,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10210,5,10091,5",,,,,,,,,,,,,,,,,"MET10001/13/09 23:53:00 METAR KLAX 140753Z 00000KT 10SM CLR 16/00 A3015 RMK AO2 SLP205 T01610000 402670139","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0267,5","240,N,+0139,5",,,,,,,,,"024,W,+0106,D,4","024,D,-0006,D,4",,,"10098,4,10213,4","10097,4,10196,4",,,,,,,,"1,24,00760,180,0931,5","2,24,00536,260,1357,5","3,24,00165,999,9999,5","024,X,038,D,4","024,N,015,D,4","024,M,025,D,4","SOD75824 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F):80 24 HR MAX TEMP TIME (LST):1211 24 HR MIN TEMP (F):57 24 HR MIN TEMP TIME (LST):0333 AVERAGE STATION PRESSURE(D):29.818 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:1701 PEAK WIND SPEED (MPH):17  PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):0931  FASTEST 2MIN SPEED (MPH):12 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1357 AVERAGE WIND SPEED (MPH): 3.7 24 HR AVG TEMP (F):69 DEPART FROM NORMAL:  12 HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  4 LATEST DAY MAX TEMP (0700-1900 LST): 80 LATEST NIGHT MIN TEMP(1900-0800 LST):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2009-01-14T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0156,5","-0011,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5","8,9,014,9,+999,9",,,,,,,,,,,,,,,,"MET09701/14/09 00:53:00 METAR KLAX 140853Z 09003KT 10SM CLR 16/M01 A3013 RMK AO2 SLP199 T01561011 58014","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0150,5","-0006,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,,"MET09101/14/09 01:53:00 METAR KLAX 140953Z 00000KT 10SM CLR 15/M01 A3012 RMK AO2 SLP197 T01501006","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0128,5","-0006,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,,,,,,,,,,,"MET09101/14/09 02:53:00 METAR KLAX 141053Z 10004KT 10SM CLR 13/M01 A3012 RMK AO2 SLP196 T01281006","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0122,5","+0006,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0206,1","999,N,+0111,1",,,,,,,,,,,"10200,5,10081,5","5,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET10801/14/09 03:53:00 METAR KLAX 141153Z 00000KT 10SM CLR 12/01 A3012 RMK AO2 SLP197 T01220006 10206 20111 55003","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0122,1","+0006,1","10197,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0111,1","240,M,+0267,1",,,,,,,,,,,"99999,9,99999,9","5,1,003,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  14124 72295 32966 00000 10122 20006 30144 40197 55003 91153 333 10267 20111 555 91412;","Q01 101443APOSP "
"72295023174","2009-01-14T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0133,5","-0017,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,"MET09101/14/09 04:53:00 METAR KLAX 141253Z 00000KT 10SM CLR 13/M02 A3011 RMK AO2 SLP194 T01331017","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0122,5","-0017,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,,,,,,,,,,,"MET09101/14/09 05:53:00 METAR KLAX 141353Z 07003KT 10SM CLR 12/M02 A3011 RMK AO2 SLP194 T01221017","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0144,5","-0028,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5","5,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET09701/14/09 06:53:00 METAR KLAX 141453Z 06003KT 10SM CLR 14/M03 A3012 RMK AO2 SLP196 T01441028 55002","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T15:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0130,5","-0010,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,,,"0,99,1,+99999,9,9",,,,,,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,,"MET08501/14/09 07:52:21 SPECI KLAX 141551Z 00000KT 10SM CLR 13/M01 A3013 RMK AO2 FIBI (DMQ)",
"72295023174","2009-01-14T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","120,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0133,5","-0006,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,,"MET09101/14/09 07:53:00 METAR KLAX 141553Z 12003KT 10SM CLR 13/M01 A3013 RMK AO2 SLP200 T01331006","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0178,5","-0022,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10087,5",,,,,,,,,,,,,,,,,"MET09101/14/09 08:53:00 METAR KLAX 141653Z 00000KT 10SM CLR 18/M02 A3014 RMK AO2 SLP203 T01781022","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0228,5","-0022,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0228,1","999,N,+0117,1",,,,,,,,,,,"10207,5,10087,5","1,9,010,9,+999,9",,,,,,,,,,,,,,,,"MET10901/14/09 09:53:00 METAR KLAX 141753Z 00000KT 10SM CLR 23/M02 A3014 RMK AO2 SLP205 T02281022 10228 20117 51010","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0228,1","-0022,1","10205,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0228,1","240,N,+0117,1",,,,,,,,,,,"99999,9,99999,9","1,1,010,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  14184 72295 32966 00000 10228 21022 30151 40205 51010 91753 333 10228 20117 555 91418;","Q01 101513APOSP "
"72295023174","2009-01-14T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0250,5","-0044,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10084,5",,,,,,,,,,,,,,,,,"MET09101/14/09 10:53:00 METAR KLAX 141853Z 00000KT 10SM CLR 25/M04 A3013 RMK AO2 SLP203 T02501044","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0267,5","-0044,5","10193,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10193,5,10074,5",,,,,,,,,,,,,,,,,"MET09101/14/09 11:53:00 METAR KLAX 141953Z 00000KT 10SM CLR 27/M04 A3010 RMK AO2 SLP193 T02671044","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0261,5","-0072,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5","8,9,020,9,+999,9",,,,,,,,,,,,,,,,"MET09701/14/09 12:53:00 METAR KLAX 142053Z 27008KT 10SM CLR 26/M07 A3008 RMK AO2 SLP184 T02611072 58020","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0239,5","-0017,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET09101/14/09 13:53:00 METAR KLAX 142153Z 26008KT 10SM CLR 24/M02 A3006 RMK AO2 SLP179 T02391017","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T22:46:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","270,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0250,A","-0080,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET08001/14/09 14:48:06 SPECI KLAX 142246Z 27007KT 10SM CLR 25/M08 A3006 RMK AO2 (DMQ)","Q01    099SCCGD1P01    003SCCGA1R01    257TMP028"
"72295023174","2009-01-14T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0244,5","-0072,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET09101/14/09 14:53:00 METAR KLAX 142253Z 27008KT 10SM CLR 24/M07 A3006 RMK AO2 SLP179 T02441072","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-14T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0222,5","-0028,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0272,1","999,N,+0222,1",,,,,,,,,,,"10179,5,10061,5","6,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET10901/14/09 15:53:00 METAR KLAX 142353Z 27008KT 10SM CLR 22/M03 A3006 RMK AO2 SLP180 T02221028 10272 20222 56006","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","270,1,N,0041,1","22000,1,9,N","016000,1,N,1","+0222,1","-0028,1","10180,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0272,1","180,N,+0111,1",,,,,,,,,,,"99999,9,99999,9","6,1,006,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15004 72295 32966 02708 10222 21028 30124 40180 56006 92353 333 10272 20111 555 91500;","Q01 101243APOSP "
"72295023174","2009-01-15T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0211,5","+0000,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET09001/14/09 16:53:00 METAR KLAX 150053Z 28008KT 10SM CLR 21/00 A3006 RMK AO2 SLP178 T02110000","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0200,A","+0030,A","10179,1","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET07201/14/09 17:53:00 METAR KLAX 150153Z 00000KT 10SM FEW250 20/03 A3006 RMK","R01    207TMP046R02    037DPT046"
"72295023174","2009-01-15T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0194,5","+0033,5","10181,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5","3,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET09601/14/09 18:53:00 METAR KLAX 150253Z 00000KT 10SM CLR 19/03 A3007 RMK AO2 SLP181 T01940033 53002","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0178,5","+0022,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5",,,,,,,,,,,,,,,,,"MET09001/14/09 19:53:00 METAR KLAX 150353Z 00000KT 10SM CLR 18/02 A3008 RMK AO2 SLP184 T01780022","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0172,5","+0000,5","10186,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5",,,,,,,,,,,,,,,,,"MET09001/14/09 20:53:00 METAR KLAX 150453Z 09004KT 10SM CLR 17/00 A3008 RMK AO2 SLP186 T01720000","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0183,5","-0033,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0222,1","999,N,+0167,1",,,,,,,,,,,"10186,5,10067,5","0,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET10901/14/09 21:53:00 METAR KLAX 150553Z 04004KT 10SM CLR 18/M03 A3008 RMK AO2 SLP184 T01831033 10222 20167 50005","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","040,1,N,0021,1","22000,1,9,N","016000,1,N,1","+0183,1","-0033,1","10184,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0222,1","240,N,+0111,1",,,,,,,,,,,"99999,9,99999,9","0,1,005,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15064 72295 32966 00404 10183 21033 30130 40184 50005 90553 333 10222 20111 555 91506;","Q01 101303APOSP "
"72295023174","2009-01-15T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","22000,5,9,N","016093,5,N,5","+0206,5","-0067,5","10186,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10190,5,10071,5",,,,,,,,,,,,,,,,,"MET09101/14/09 22:53:00 METAR KLAX 150653Z VRB05KT 10SM CLR 21/M07 A3009 RMK AO2 SLP186 T02061067","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","130,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0150,5","-0039,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5",,,,,,,,,,,,,,,,,"MET10101/14/09 23:53:00 METAR KLAX 150753Z 13004KT 10SM CLR 15/M04 A3008 RMK AO2 SLP182 T01501039 402720111","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-01-15T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0272,5","240,N,+0111,5",,,,,,,,,"024,W,+0094,D,4","024,D,-0017,D,4",,,"10075,4,10190,4","10073,4,10176,4",,,,,,,,"1,24,00671,260,1238,5","2,24,00536,270,1343,5","3,24,00156,999,9999,5","024,X,045,D,4","024,N,010,D,4","024,M,027,D,4","SOD75824 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F):81 24 HR MAX TEMP TIME (LST):1237 24 HR MIN TEMP (F):52 24 HR MIN TEMP TIME (LST):0320 AVERAGE STATION PRESSURE(D):29.746 MINIMUM SEA LEVEL PRESSURE:30.05 TIME OF OCCURRENCE:1731 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1238  FASTEST 2MIN SPEED (MPH):12 FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):1343 AVERAGE WIND SPEED (MPH): 3.5 24 HR AVG TEMP (F):67 DEPART FROM NORMAL:  10 HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  2 LATEST DAY MAX TEMP (0700-1900 LST): 81 LATEST NIGHT MIN TEMP(1900-0800 LST):52 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2009-01-15T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0161,5","-0050,5","10181,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5","8,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET09701/15/09 00:53:00 METAR KLAX 150853Z 09003KT 10SM CLR 16/M05 A3008 RMK AO2 SLP181 T01611050 58003","Q01    099SCCGD1P01    003SCCGA1"
