"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","IA1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","MW5","OC1","OE1","OE2","OE3","SA1","UA1","UG1","REM","EQD"
"72295023174","2002-03-12T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0062,5","07620,5,M,N","012800,5,N,1","+0167,5","+0139,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET069KLAX 120050Z 26012KT 8SM BKN250 17/14 A3007 RMK AO2 SLP180 T01670139;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0258,02,008,0361,02,015,0151,02,008","0060,0728,9,2534,9","0060,0409,9,1386,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0046,5","22000,5,M,N","008000,5,N,1","+0156,5","+0144,5","10181,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET072KLAX 120150Z 25009KT 5SM BR SCT250 16/14 A3007 RMK AO2 SLP181 T01560144;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0040,02,008,0182,02,015,0023,02,008","0060,0845,9,2622,9","0060,0126,9,1305,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0031,5","07620,5,M,N","011200,5,N,1","+0156,5","+0139,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"3,99,5,+07620,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10186,5,99999,9","3,1,002,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET075KLAX 120250Z 26006KT 7SM BKN250 16/14 A3008 RMK AO2 SLP187 T01560139 53002;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0026,5","22000,5,M,N","009600,5,N,1","+0156,5","+0139,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10190,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET072KLAX 120350Z 26005KT 6SM BR SCT250 16/14 A3009 RMK AO2 SLP187 T01560139;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","012800,5,N,1","+0156,5","+0139,5","10188,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10190,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET069KLAX 120450Z VRB03KT 8SM FEW250 16/14 A3009 RMK AO2 SLP188 T01560139;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","180,1,N,0015,1","22000,1,9,N","009656,1,N,1","+0160,1","+0140,1","10192,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0183,1","999,N,+0150,1",,,,,,,"10193,1,99999,9","3,1,006,1,+999,9",,,,,"10,1",,,,,,,,,,,,"MET087KLAX 120550Z 18003KT 6SM BR CLR 16/14 A3010 RMK AO2 SLP192 T01560139 10183 20150 53006;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","180,5,N,0015,5","22000,5,M,N","009600,5,N,1","+0156,5","+0139,5","10192,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"240,M,+0183,1","240,N,+0111,1",,,,,,,"10193,5,10154,1","3,1,006,1,+999,9",,,,,"10,1","45,5",,,,,,,,,,,"SYN098AAXX  12064 72295 31959 01803 10156 20139 30154 40192 53006 710// 90550 333 10183 20111 555 91206;","Q01  00002PRCP99Q02  00003PRCP99N01 00070JPWTH 0"
"72295023174","2002-03-12T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","22000,5,M,N","016000,5,N,1","+0156,5","+0133,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10196,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 120650Z VRB03KT 10SM CLR 16/13 A3011 RMK AO2 SLP195 T01560133;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0015,5","22000,5,M,N","014400,5,N,1","+0144,5","+0128,5","10192,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0200,1","999,N,+0106,1",,,,,,,"10196,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET076KLAX 120750Z 09003KT 9SM CLR 14/13 A3011 RMK AO2 SLP192 T01440128 402000106;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,,,,,,,,,,,,,,,,"MW,01,FG  ,5","MW,13,BR  ,1",,,,,,,,,,"0000,5","000,5",,,,,"240,M,+0200,5","240,N,+0106,5",,,,,,,,,"10068,9,99999,4",,,,,,,,,,"1,24,00760,280,1705,5","2,24,00671,280,1706,5","3,24,00291,999,9999,5",,,,"SOD60524 HR PRECIPITATION (IN):  T   TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6824 HR MAX TEMP TIME (LST):1104 24 HR MIN TEMP (F): 5124 HR MIN TEMP TIME (LST):0444 AVERAGE STATION PRESSURE:29.73  PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1705  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1706 AVERAGE WIND SPEED (MPH): 6.5 24 HR AVG TEMP (F):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72295023174","2002-03-12T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","040,5,N,0021,5","22000,5,M,N","011200,5,N,1","+0156,5","+0128,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10196,5,99999,9","1,1,001,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET072KLAX 120850Z 04004KT 7SM CLR 16/13 A3011 RMK AO2 SLP194 T01560128 51001;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-03-12T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0031,5","22000,5,M,N","008000,5,N,1","+0128,5","+0122,5","10190,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10193,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET069KLAX 120950Z 10006KT 5SM BR CLR 13/12 A3010 RMK AO2 SLP190 T01280122;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0031,5","22000,5,M,N","004000,5,N,1","+0122,5","+0122,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00030,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET076KLAX 121050Z 10006KT 2 1/2SM BR FEW001 12/12 A3008 RMK AO2 SLP185 T01220122;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T11:05:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","100,1,N,0031,1","00015,1,C,N","000402,1,N,1","+0120,1","+0120,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,"99,U,1829,9",,"5,99,1,+00015,1,9",,,,"09,99,1,99,9,99,9,00025,1,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,"10186,1,99999,9",,,,,,"45,1",,,,,,,,,,,,"MET069KLAX 121105Z 10006KT 1/4SM R24R/P6000FT FG VV001 12/12 A3008 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,1,N,0021,1","00015,1,C,N","000402,1,N,1","+0130,1","+0130,1","10183,1",,,,,,,,,,,,,,,,,,,,,,,"99,U,0305,9",,"5,99,1,+00015,1,9",,,,"09,99,1,99,9,99,9,00025,1,99,9,99,9",,,,,,,"999,M,+0156,1","999,N,+0122,1",,,,,,,"10186,1,99999,9","6,1,011,1,+999,9",,,,,"45,1",,,,,,,,,,,,"MET103KLAX 121150Z 09004KT 1/4SM R24R/1000FT FG VV001 13/13 A3008 RMK AO2 SLP183 T01280128 10156 20122 56011;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","090,5,N,0021,5","00030,5,M,N","000400,5,N,1","+0128,5","+0128,5","10183,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"09,1,+99999,9,99,9","5,99,5,+00030,5,9",,,,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"999,M,+0200,1","120,N,+0122,1",,,,,,,"10186,5,10147,1","6,1,011,1,+999,9",,,,,"41,1","45,5",,,,,,,,,,,"SYN098AAXX  12124 72295 31004 90904 10128 20128 30147 40183 56011 741// 91150 333 10200 20122 555 91212;","Q01  00002PRCP99Q02  00003PRCP99N01 00070JPWTH 0"
"72295023174","2002-03-12T12:26:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","120,1,N,0031,1","00030,1,9,N","000402,1,N,1","+0130,1","+0130,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,"4,99,1,+00030,1,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"44,1",,,,,,,,,,,,"MET074KLAX 121226Z 12006KT 1/4SM R24R/1800V3500FT FG OVC001 13/13 A3007 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0031,5","00091,5,M,N","004000,5,N,1","+0133,5","+0133,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+00091,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10183,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET088KLAX 121250Z 12006KT 2 1/2SM BR OVC003 13/13 A3007 RMK AO2 CIG 001V006 SLP180 T01330133;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T13:26:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","120,1,N,0031,1","00150,1,9,N","004828,1,N,1","+0130,1","+0130,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,"4,99,1,+00150,1,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10183,1,99999,9",,,,,,"10,1",,,,,,,,,,,,"MET055KLAX 121326Z 12006KT 3SM BR OVC005 13/13 A3007 RMK AO2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0026,5","00152,5,M,N","004800,5,N,1","+0133,5","+0133,5","10183,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+00152,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET072KLAX 121350Z 12005KT 3SM BR OVC005 13/13 A3008 RMK AO2 SLP183 T01330133;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0026,5","00183,5,M,N","003200,5,N,1","+0139,5","+0133,5","10187,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+00183,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10190,5,99999,9","3,1,004,1,+999,9",,,,,"10,1","45,5",,,,,,,,,,,"MET078KLAX 121450Z 12005KT 2SM BR OVC006 14/13 A3009 RMK AO2 SLP187 T01390133 53004;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0009,02,008,0000,02,015,0009,02,008","0060,0851,9,0971,9","0060,0099,9,1166,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0021,5","00244,5,M,N","004000,5,N,1","+0144,5","+0128,5","10192,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"4,99,5,+00244,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10193,5,99999,9",,,,,,"10,1","45,5",,,,,,,,,,,"MET086KLAX 121550Z 12004KT 2 1/2SM BR OVC008 14/13 A3010 RMK AO2 SLP192 VIS N-E 2 T01440128;","Q01+000003PRSWM1Q02    003PRSWM1N01 00070JPWTH 0"
"72295023174","2002-03-12T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0121,02,008,0053,02,015,0107,02,008","0060,0740,9,1053,9","0060,0380,9,1385,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0026,5","06706,5,M,N","004000,5,N,1","+0156,5","+0128,5","10193,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+00305,5,9","3,99,5,+06706,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10193,5,99999,9",,,,,,"05,5",,,,,,,,,,,,"MET103KLAX 121650Z 06005KT 2 1/2SM HZ SCT010 BKN220 16/13 A3010 RMK AO2 SLP193 VIS N-E 2 SCT V BKN T01560128;","Q01+000003PRSWM1Q02    003PRSWM1N01 00081JPWTH 0"
"72295023174","2002-03-12T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0373,02,008,0371,02,015,0201,02,008","0060,0624,9,1154,9","0060,0641,9,1385,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T17:29:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","999,9,V,0021,1","22000,1,9,N","004828,1,N,1","+0170,1","+0130,1","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+00300,1,9","2,99,1,+06600,1,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10193,1,99999,9",,,,,,"05,1",,,,,,,,,,,,"MET076KLAX 121729Z VRB04KT 3SM HZ FEW010 SCT220 17/13 A3010 RMK AO2 VIS N-E 2 1/2;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","140,1,N,0026,1","22000,1,9,N","004828,1,N,1","+0170,1","+0130,1","10190,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+05100,1,9","2,99,1,+06600,1,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0172,1","999,N,+0128,1",,,,,,,"10190,1,99999,9","0,1,004,1,+999,9",,,,,"05,1",,,,,,,,,,,,"MET112KLAX 121750Z 14005KT 3SM HZ FEW170 SCT220 17/13 A3009 RMK AO2 SLP190 VIS N-NE 2 1/2 T01720133 10172 20128 50004;","Q01+000003PRSWM1Q02    003PRSWM1"
"72295023174","2002-03-12T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","140,5,N,0026,5","22000,5,M,N","004800,5,N,1","+0172,5","+0133,5","10190,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+05182,5,9","2,99,5,+06706,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0570,02,008,0580,02,015,0211,02,008","0060,0518,9,1281,9","0060,0855,9,1385,9",,"120,M,+0172,1","240,N,+0128,1",,,,,,,"10190,5,10151,1","0,1,004,1,+999,9",,,,,"05,5",,,,,,,,,,,,"SYN098AAXX  12184 72295 31948 41405 10172 20133 30151 40190 50004 705// 91750 333 10172 20128 555 91218;","Q01  00002PRCP99Q02  00003PRCP99N01 00081JPWTH 0"
"72295023174","2002-03-12T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0041,5","06706,5,M,N","004800,5,N,1","+0189,5","+0139,5","10183,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+05182,5,9","3,99,5,+06706,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10186,5,99999,9",,,,,,"05,5",,,,,,,,,,,,"MET083KLAX 121850Z COR 25008KT 3SM HZ FEW170 BKN220 19/14 A3008 RMK AO2 SLP183 T01890139;","Q01    003PRSWM1N01 00081JPWTH 0"
"72295023174","2002-03-12T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0712,02,008,0700,02,015,0201,02,008","0060,0433,9,1449,9","0060,1008,9,1385,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-03-12T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0046,5","06706,5,M,N","008000,5,N,1","+0189,5","+0139,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+05182,5,9","3,99,5,+06706,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10176,5,99999,9",,,,,,"05,5",,,,,,,,,,,,"MET079KLAX 121950Z 26009KT 5SM HZ FEW170 BKN220 19/14 A3005 RMK AO2 SLP175 T01890139;","Q01    003PRSWM1N01 00081JPWTH 0"
