"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2011-04-27T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","100,1,N,0015,1","22000,1,9,N","016000,1,N,1","+0133,1","+0089,1","10136,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0133,1","240,M,+0217,1",,,,,,,,,,,"99999,9,99999,9","5,1,001,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  27124 72295 32966 01003 10133 20089 30083 40136 55001 91153 333 10217 20133 555 92712;","Q01 100833APOSP "
"72295023174","2011-04-27T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0133,5","+0094,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","04,5,+05486,5,99,9",,,,"1,99,1,+00366,5,9","2,99,1,+05486,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,,"MET11804/27/11 04:53:02 METAR KLAX 271253Z 10003KT 10SM FEW012 SCT180 13/09 A2995 RMK AO2 SLP139 FU FEW012 T01330094 $ (RPA)",
"72295023174","2011-04-27T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","150,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0156,5","+0100,5","10143,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04267,5,99,9","04,5,+06096,5,99,9",,,,"1,99,1,+04267,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,,,"MET10804/27/11 05:53:02 METAR KLAX 271353Z 15005KT 10SM FEW140 SCT200 16/10 A2996 RMK AO2 SLP143 T01560100 $ (RPA)",
"72295023174","2011-04-27T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","130,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0172,5","+0100,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5","3,9,009,9,+999,9",,,,,,,,,,,,,,,,,"MET10704/27/11 06:53:02 METAR KLAX 271453Z 13003KT 10SM FEW180 17/10 A2997 RMK AO2 SLP146 T01720100 53009 $ (DMQ)",
"72295023174","2011-04-27T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0200,5","+0083,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET10104/27/11 07:53:02 METAR KLAX 271553Z 00000KT 10SM FEW200 20/08 A2997 RMK AO2 SLP147 T02000083 $ (DMQ)",
"72295023174","2011-04-27T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0228,5","+0050,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET09804/27/11 08:53:02 METAR KLAX 271653Z 00000KT 10SM CLR 23/05 A2997 RMK AO2 SLP147 T02280050 $ (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-27T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0206,5","+0067,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0233,1","999,N,+0133,1",,,,,,,,,,,"10156,5,10037,5","3,9,008,9,+999,9",,,,,,,,,,,,,,,,,"MET11604/27/11 09:53:02 METAR KLAX 271753Z 25007KT 10SM CLR 21/07 A2999 RMK AO2 SLP153 T02060067 10233 20133 53008 $ (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-27T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0036,1","22000,1,9,N","016000,1,N,1","+0206,1","+0067,1","10153,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0233,1","240,N,+0133,1",,,,,,,,,,,"99999,9,99999,9","3,1,008,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  27184 72295 32966 02507 10206 20067 30100 40153 53008 91753 333 10233 20133 555 92718;","Q01 101003APOSP "
"72295023174","2011-04-27T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0222,5","+0022,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04877,5,99,9",,,,,"1,99,1,+04877,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,,"MET10104/27/11 10:53:02 METAR KLAX 271853Z 26007KT 10SM FEW160 22/02 A2999 RMK AO2 SLP153 T02220022 $ (DMQ)",
"72295023174","2011-04-27T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0239,5","+0000,5","10148,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04877,5,99,9",,,,,"1,99,1,+04877,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET10104/27/11 11:53:02 METAR KLAX 271953Z 26009KT 10SM FEW160 24/00 A2997 RMK AO2 SLP148 T02390000 $ (DMQ)",
"72295023174","2011-04-27T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0222,5","+0072,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5","5,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET10704/27/11 12:53:02 METAR KLAX 272053Z 27012KT 10SM FEW180 22/07 A2997 RMK AO2 SLP149 T02220072 55004 $ (DMQ)",
"72295023174","2011-04-27T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0222,5","+0044,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET10104/27/11 13:53:02 METAR KLAX 272153Z 26015KT 10SM FEW180 22/04 A2997 RMK AO2 SLP146 T02220044 $ (DMQ)",
"72295023174","2011-04-27T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0088,5","22000,5,9,N","016093,5,N,5","+0206,5","+0072,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET10004/27/11 14:53:02 METAR KLAX 272253Z 26017KT 10SM FEW180 21/07 A2997 RMK AO2 SLP147 T02060072 $ (AR)",
"72295023174","2011-04-27T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0200,5","+0083,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0244,1","999,N,+0200,1",,,,,,,,,,,"10146,5,10027,5","6,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET11804/27/11 15:53:02 METAR KLAX 272353Z 26012KT 10SM FEW180 20/08 A2996 RMK AO2 SLP146 T02000083 10244 20200 56004 $ (AR)",
"72295023174","2011-04-28T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0062,1","22000,1,9,N","016000,1,N,1","+0200,1","+0083,1","10146,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0244,1","180,N,+0133,1",,,,,,,,,,,"99999,9,99999,9","6,1,004,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  28004 72295 32966 22612 10200 20083 30090 40146 56004 92353 333 10244 20133 555 92800;","Q01 100903APOSP "
"72295023174","2011-04-28T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0189,5","+0083,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,,"MET09204/27/11 16:53:01 METAR KLAX 280053Z 26015KT 10SM CLR 19/08 A2997 RMK AO2 SLP147 T01890083 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0172,5","+0083,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,,,"MET09204/27/11 17:53:01 METAR KLAX 280153Z 26012KT 10SM CLR 17/08 A2996 RMK AO2 SLP145 T01720083 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0172,5","+0083,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5","0,9,000,9,+999,9",,,,,,,,,,,,,,,,,"MET09804/27/11 18:53:01 METAR KLAX 280253Z 25009KT 10SM CLR 17/08 A2997 RMK AO2 SLP146 T01720083 50000 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0167,5","+0089,5","10151,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5",,,,,,,,,,,,,,,,,,"MET09204/27/11 19:53:01 METAR KLAX 280353Z 25005KT 10SM CLR 17/09 A2998 RMK AO2 SLP151 T01670089 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","210,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0167,5","+0094,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,,"MET09204/27/11 20:53:01 METAR KLAX 280453Z 21005KT 10SM CLR 17/09 A3000 RMK AO2 SLP156 T01670094 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","180,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0161,5","+0094,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0200,1","999,N,+0161,1",,,,,,,,,,,"10159,5,10040,5","1,9,011,9,+999,9",,,,,,,,,,,,,,,,,"MET11004/27/11 21:53:01 METAR KLAX 280553Z 18004KT 10SM CLR 16/09 A3000 RMK AO2 SLP156 T01610094 10200 20161 51011 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","180,1,N,0021,1","22000,1,9,N","016000,1,N,1","+0161,1","+0094,1","10156,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0200,1","240,N,+0133,1",,,,,,,,,,,"99999,9,99999,9","1,1,011,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  28064 72295 32966 01804 10161 20094 30103 40156 51011 90553 333 10200 20133 555 92806;","Q01 101033APOSP "
"72295023174","2011-04-28T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","150,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0161,5","+0100,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,,"MET09204/27/11 22:53:01 METAR KLAX 280653Z 15004KT 10SM CLR 16/10 A3000 RMK AO2 SLP157 T01610100 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0150,5","+0094,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,,"MET10204/27/11 23:53:01 METAR KLAX 280753Z 09004KT 10SM CLR 15/09 A3000 RMK AO2 SLP157 T01500094 402440133 $","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,6,24,6",,,,,,,,,,,,,,"240,M,+0244,5","240,N,+0133,5",,,,,,,,,"024,W,+0128,D,4","024,D,+0078,D,4",,,"10030,4,10146,4","10030,4,10132,4",,,,,,,,,"1,24,01073,260,1410,5","2,24,00894,260,1355,5","3,24,00335,999,9999,5","024,X,077,D,4","024,N,021,D,4","024,M,054,D,4","SOD77124 HR PRECIPITATION (IN):0.00  WEATHER(CODE):8  24 HR MAX TEMP (F):76 24 HR MAX TEMP TIME (LST):1152 24 HR MIN TEMP (F):56 24 HR MIN TEMP TIME (LST):0502 AVERAGE STATION PRESSURE:29.620 MINIMUM SEA LEVEL PRESSURE:29.92 TIME OF OCCURRENCE:0326 PEAK WIND SPEED (MPH):24  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1410  FASTEST 2MIN SPEED (MPH):20 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1355 AVERAGE WIND SPEED (MPH):7.5  24 HR AVG TEMP (F):66 DEPART FROM NORMAL: +4  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:1   LATEST DAY MAX TEMP (0700-1900 LST):76  LATEST NIGHT MIN TEMP(1900-0800 LST):56 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     87AXW093R02     N7GJS072R03     N7GKS075"
"72295023174","2011-04-28T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","+0094,5","10154,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5","8,9,002,9,+999,9",,,,,,,,,,,,,,,,,"MET10404/28/11 00:53:02 METAR KLAX 280853Z 00000KT 10SM CLR 16/09 A2999 RMK AO2 SLP154 T01610094 58002 $ (RPA)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0156,5","+0100,5","10152,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,,"MET09804/28/11 01:53:02 METAR KLAX 280953Z 00000KT 10SM CLR 16/10 A2999 RMK AO2 SLP152 T01560100 $ (RPA)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0144,5","+0094,5","10151,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5",,,,,,,,,,,,,,,,,,"MET09804/28/11 02:53:02 METAR KLAX 281053Z 00000KT 10SM CLR 14/09 A2998 RMK AO2 SLP151 T01440094 $ (RPA)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0156,5","+0094,5","10151,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0167,1","999,N,+0139,1",,,,,,,,,,,"10152,5,10034,5","6,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET11604/28/11 03:53:02 METAR KLAX 281153Z 00000KT 10SM CLR 16/09 A2998 RMK AO2 SLP151 T01560094 10167 20139 56004 $ (RPA)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2011-04-28T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0156,1","+0094,1","10151,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0139,1","240,M,+0244,1",,,,,,,,,,,"99999,9,99999,9","6,1,004,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  28124 72295 32966 00000 10156 20094 30097 40151 56004 91153 333 10244 20139 555 92812;","Q01 100973APOSP "
"72295023174","2011-04-28T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0144,5","+0117,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00274,5,99,9","04,5,+06706,5,99,9",,,,"1,99,1,+00274,5,9","2,99,1,+06706,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,,"MET11804/28/11 04:53:02 METAR KLAX 281253Z 27003KT 10SM FEW009 SCT220 14/12 A2999 RMK AO2 SLP153 FU FEW009 T01440117 $ (RPA)",
"72295023174","2011-04-28T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","+0106,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","04,5,+06706,5,99,9",,,,"1,99,1,+04572,5,9","2,99,1,+06706,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,,"MET10804/28/11 05:53:02 METAR KLAX 281353Z 00000KT 10SM FEW150 SCT220 16/11 A3000 RMK AO2 SLP157 T01610106 $ (RPA)",
"72295023174","2011-04-28T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0178,5","+0100,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+04572,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5","3,9,013,9,+999,9",,,,,,,,,,,,,,,,,"MET11204/28/11 06:53:02 METAR KLAX 281453Z 00000KT 10SM FEW150 SCT250 18/10 A3002 RMK AO2 SLP163 T01780100 53013 (DMQ)",
"72295023174","2011-04-28T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0189,5","+0111,5","10167,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,,,"MET09904/28/11 07:53:02 METAR KLAX 281553Z 00000KT 10SM FEW180 19/11 A3003 RMK AO2 SLP167 T01890111 (DMQ)",
"72295023174","2011-04-28T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0206,5","+0106,5","10167,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,,,"MET09904/28/11 08:53:02 METAR KLAX 281653Z 28004KT 10SM FEW180 21/11 A3003 RMK AO2 SLP167 T02060106 (DMQ)",
"72295023174","2011-04-28T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0217,5","+0106,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+05486,5,99,9",,,,,"1,99,1,+05486,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0222,1","999,N,+0144,1",,,,,,,,,,,"10169,5,10051,5","1,9,006,9,+999,9",,,,,,,,,,,,,,,,,"MET11704/28/11 09:53:02 METAR KLAX 281753Z 27007KT 10SM FEW180 22/11 A3003 RMK AO2 SLP169 T02170106 10222 20144 51006 (DMQ)",
"72295023174","2011-04-28T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","270,1,N,0036,1","22000,1,9,N","016000,1,N,1","+0217,1","+0106,1","10169,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0222,1","240,N,+0144,1",,,,,,,,,,,"99999,9,99999,9","1,1,006,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  28184 72295 32966 22707 10217 20106 30114 40169 51006 91753 333 10222 20144 555 92818;","Q01 101143APOSP "
