"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AK1","AM1","AN1","AT1","AT2","AT3","AT4","AU1","AU2","AW1","AW2","AX1","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2013-01-25T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0026,5","03353,5,M,N","016093,5,N,5","+0167,5","+0122,5","10177,5","01,0000,2,5","06,0003,9,1","24,0124,9,1",,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,"61,5",,,,"02,5,+01829,5,99,9","04,5,+02743,5,99,9","08,5,+03353,5,99,9",,,"1,99,1,+01829,5,9","2,99,1,+02743,5,9","4,99,1,+03353,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0178,1","999,N,+0161,1",,,,,,,,,,,"10179,5,10061,5","8,9,020,9,+999,9",,,,,,"61,1",,,,,,,,,,"MET16101/25/13 03:53:02 METAR KLAX 251153Z 04005KT 10SM -RA FEW060 SCT090 OVC110 17/12 A3006 RMK AO2 RAB22 SLP177 P0000 60001 70049 T01670122 10178 20161 58020 $ (RPA)","Q01  00038PRCP06Q02  01248PRCP24"
"72295023174","2013-01-25T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","040,1,N,0026,1","99999,9,9,N","016000,1,N,1","+0167,1","+0122,1","10177,1","06,0003,9,1","24,0124,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,01750,1,99,9,99,9","120,N,+0161,1","240,M,+0189,1",,,,,,,,,,,"99999,9,99999,9","8,1,020,1,+999,9",,,,,,"61,1",,,,,,,,,,"SYN110AAXX  25124 72295 11766 80405 10167 20122 30124 40177 58020 69931 761// 91153 333 10189 20161 70124 555 92512;","Q01 101243APOSP "
"72295023174","2013-01-25T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","02438,5,M,N","016093,5,N,5","+0161,5","+0128,5","10180,5","01,0003,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,"61,5",,,,"02,5,+01829,5,99,9","07,5,+02438,5,99,9","08,5,+03048,5,99,9",,,"1,99,1,+01829,5,9","3,99,1,+02438,5,9","4,99,1,+03048,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,"61,1",,,,,,,,,,"MET12501/25/13 04:53:02 METAR KLAX 251253Z 00000KT 10SM -RA FEW060 BKN080 OVC100 16/13 A3007 RMK AO2 SLP180 P0001 T01610128 $ (RPA)",
"72295023174","2013-01-25T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","030,5,N,0036,5","02743,5,M,N","014484,5,N,5","+0161,5","+0133,5","10180,5","01,0015,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"2,0,02,0,0,1,5",,"62,5",,,,"02,5,+01524,5,99,9","04,5,+02438,5,99,9","08,5,+02743,5,99,9",,,"1,99,1,+01524,5,9","2,99,1,+02438,5,9","4,99,1,+02743,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,"63,1",,,,,,,,,,"MET12301/25/13 05:53:02 METAR KLAX 251353Z 03007KT 9SM RA FEW050 SCT080 OVC090 16/13 A3007 RMK AO2 SLP180 P0005 T01610133 $ (RPA)",
"72295023174","2013-01-25T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0046,5","03048,5,M,N","016093,5,N,5","+0161,5","+0133,5","10186,5","01,0000,2,5","03,0018,9,1",,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,"61,5",,,,"02,5,+01524,5,99,9","04,5,+02438,5,99,9","08,5,+03048,5,99,9",,,"1,99,1,+01524,5,9","2,99,1,+02438,5,9","4,99,1,+03048,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5","3,9,009,9,+999,9",,,,,,"61,1",,,,,,,,,,"MET15501/25/13 06:53:02 METAR KLAX 251453Z 04009KT 10SM -RA FEW050 SCT080 OVC100 16/13 A3008 RMK AO2 RAE24B40 SLP186 P0001 60007 T01610133 53009 $ RTX FIBI (RPA)","Q01  00188PRCP03"
"72295023174","2013-01-25T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0057,5","02896,5,M,N","016093,5,N,5","+0161,5","+0133,5","10186,5","01,0003,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+01372,5,99,9","07,5,+02896,5,99,9","08,5,+03353,5,99,9",,,"2,99,1,+01372,5,9","3,99,1,+02896,5,9","4,99,1,+03353,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10190,5,10071,5",,,,,,,,,,,,,,,,,"MET12701/25/13 07:53:02 METAR KLAX 251553Z 07011KT 10SM SCT045 BKN095 OVC110 16/13 A3009 RMK AO2 RAE24 SLP186 P0001 T01610133 $ (DMQ)",
"72295023174","2013-01-25T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0046,5","01829,5,M,N","006437,5,N,5","+0161,5","+0133,5","10193,5","01,0010,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"2,0,02,0,0,1,5","0,0,00,1,0,1,5","10,5","62,5",,,"04,5,+01250,5,99,9","08,5,+01829,5,99,9",,,,"2,99,1,+01250,5,9","4,99,1,+01829,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,"10,1","63,1",,,,,,,,,"MET12501/25/13 08:53:02 METAR KLAX 251653Z 07009KT 4SM RA BR SCT041 OVC060 16/13 A3011 RMK AO2 RAB31 SLP193 P0002 T01610133 $ (DMQ)",
"72295023174","2013-01-25T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0026,5","01067,5,M,N","009656,5,N,5","+0161,5","+0150,5","10197,5","01,0000,2,5","06,0030,9,1",,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,"10,5",,,,"04,5,+00518,5,99,9","08,5,+01067,5,99,9",,,,"2,99,1,+00518,5,9","4,99,1,+01067,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0172,1","999,N,+0156,1",,,,,,,,,,,"10200,5,10081,5","3,9,012,9,+999,9",,,,,,"10,1",,,,,,,,,,"MET14601/25/13 09:53:02 METAR KLAX 251753Z 09005KT 6SM BR SCT017 OVC035 16/15 A3012 RMK AO2 RAE22 SLP197 P0002 60012 T01610150 10172 20156 53012 $ (DMQ)","Q01  00308PRCP06"
"72295023174","2013-01-25T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","090,1,N,0026,1","99999,9,9,N","009000,1,N,1","+0161,1","+0150,1","10197,1","06,0030,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0178,1","240,N,+0139,1",,,,,,,,,,,"99999,9,99999,9","3,1,012,1,+999,9",,,,,,"10,1",,,,,,,,,,"SYN104AAXX  25184 72295 11459 80905 10161 20150 30144 40197 53012 60031 710// 91753 333 10178 20139 555 92518;","Q01 101443APOSP "
"72295023174","2013-01-25T18:18:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","070,5,N,0036,5","00884,5,M,N","009656,5,N,5","+0170,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,"10,5",,,,"04,5,+00549,5,99,9","08,5,+00884,5,99,9",,,,"2,99,1,+00549,5,9","4,99,1,+00884,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10081,5",,,,,,,"10,1",,"0072,5",,,,,,,,"MET09601/25/13 10:18:02 SPECI KLAX 251818Z 07007G14KT 6SM BR SCT018 OVC029 17/15 A3012 RMK AO2 $ (DMQ)",
"72295023174","2013-01-25T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","070,5,N,0015,5","00884,5,M,N","009656,5,N,5","+0167,5","+0150,5","10196,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,"10,5",,,,"04,5,+00549,5,99,9","07,5,+00884,5,99,9","08,5,+01097,5,99,9",,,"2,99,1,+00549,5,9","3,99,1,+00884,5,9","4,99,1,+01097,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10077,5",,,,,,,"10,1",,,,,,,,,,"MET13201/25/13 10:53:02 METAR KLAX 251853Z 07003KT 6SM BR SCT018 BKN029 OVC036 17/15 A3011 RMK AO2 RAB36E49 SLP196 P0000 T01670150 $ (DMQ)",
"72295023174","2013-01-25T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00884,5,M,N","009656,5,N,5","+0183,5","+0144,5","10185,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5","10,5","61,5",,,"04,5,+00549,5,99,9","08,5,+00884,5,99,9",,,,"2,99,1,+00549,5,9","4,99,1,+00884,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10186,5,10067,5",,,,,,,"10,1","61,1",,,,,,,,,"MET12601/25/13 11:53:02 METAR KLAX 251953Z 00000KT 6SM -RA BR SCT018 OVC029 18/14 A3008 RMK AO2 RAB19 SLP185 P0000 T01830144 $ (DMQ)",
"72295023174","2013-01-25T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0036,5","00884,5,M,N","011265,5,N,5","+0189,5","+0144,5","10166,5","01,0000,2,5","03,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00579,5,99,9","08,5,+00884,5,99,9",,,,"2,99,1,+00579,5,9","4,99,1,+00884,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5","8,9,030,9,+999,9",,,,,,,,,,,,,,,,"MET13801/25/13 12:53:02 METAR KLAX 252053Z 05007KT 7SM SCT019 OVC029 19/14 A3003 RMK AO2 RAE50 PRESFR SLP166 P0000 60000 T01890144 58030 $ (DMQ)",
"72295023174","2013-01-25T21:19:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","060,5,N,0036,5","02286,5,M,N","012875,5,N,5","+0190,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00518,5,99,9","04,5,+00884,5,99,9","07,5,+02286,5,99,9",,,"1,99,1,+00518,5,9","2,99,1,+00884,5,9","3,99,1,+02286,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10044,5",,,,,,,,,,,,,,,,,"MET09501/25/13 13:19:02 SPECI KLAX 252119Z 06007KT 8SM FEW017 SCT029 BKN075 19/14 A3001 RMK AO2 (DMQ)",
"72295023174","2013-01-25T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0036,5","02286,5,M,N","012875,5,N,5","+0194,5","+0139,5","10162,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+00884,5,99,9","08,5,+02286,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+00884,5,9","4,99,1,+02286,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,"MET12201/25/13 13:53:02 METAR KLAX 252153Z 08007KT 8SM FEW010 SCT029 OVC075 19/14 A3002 RMK AO2 SLP162 SCT V BKN T01940139 (DMQ)",
"72295023174","2013-01-25T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","01006,5,M,N","012875,5,N,5","+0189,5","+0139,5","10162,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,"61,5",,,,"07,5,+01006,5,99,9","07,5,+01219,5,99,9","08,5,+01494,5,99,9",,,"3,99,1,+01006,5,9","3,99,1,+01219,5,9","4,99,1,+01494,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10044,5",,,,,,,"61,1",,,,,,,,,,"MET14401/25/13 14:53:02 METAR KLAX 252253Z 00000KT 8SM -RA BKN033 BKN040 OVC049 19/14 A3001 RMK AO2 RAB06E34B52 SLP162 SCT V BKN P0000 T01890139 (DMQ)",
"72295023174","2013-01-25T23:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","050,5,N,0026,5","00671,5,M,N","014484,5,N,5","+0180,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00671,5,99,9","07,5,+01402,5,99,9","08,5,+01676,5,99,9",,,"3,99,1,+00671,5,9","3,99,1,+01402,5,9","4,99,1,+01676,5,9",,,,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET12201/25/13 15:51:02 SPECI KLAX 252351Z 05005KT 9SM BKN022 BKN046 OVC055 18/14 A2999 RMK AO2 RAE48 SCT V BKN P0001 FIBI (DMQ)",
"72295023174","2013-01-25T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","040,5,N,0026,5","00671,5,M,N","014484,5,N,5","+0178,5","+0144,5","10155,5","01,0003,9,5","06,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00671,5,99,9","07,5,+01402,5,99,9","08,5,+01676,5,99,9",,,"3,99,1,+00671,5,9","3,99,1,+01402,5,9","4,99,1,+01676,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0194,1","999,N,+0161,1",,,,,,,,,,,"10156,5,10037,5","8,9,012,9,+999,9",,,,,,,,,,,,,,,,"MET15801/25/13 15:53:02 METAR KLAX 252353Z 04005KT 9SM BKN022 BKN046 OVC055 18/14 A2999 RMK AO2 RAE48 SLP155 SCT V BKN P0001 60001 T01780144 10194 20161 58012 (DMQ)",
"72295023174","2013-01-26T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","040,1,N,0026,1","99999,9,9,N","014000,1,N,1","+0178,1","+0144,1","10155,1","06,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00800,1,99,9,99,9","120,M,+0194,1","180,N,+0161,1",,,,,,,,,,,"99999,9,99999,9","8,1,012,1,+999,9",,,,,,,,,,,,,,,,"SYN098AAXX  26004 72295 12564 80405 10178 20144 30100 40155 58012 69931 92353 333 10194 20161 555 92600;","Q01 101003APOSP "
"72295023174","2013-01-26T00:33:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,V,0015,5","01067,5,M,N","014484,5,N,5","+0170,5","+0150,5","99999,9","01,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,"61,5",,,,"04,5,+00792,5,99,9","07,5,+01067,5,99,9","08,5,+01372,5,99,9",,,"2,99,1,+00792,5,9","3,99,1,+01067,5,9","4,99,1,+01372,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,"61,1",,,,,,,,,,"MET11701/25/13 16:33:01 SPECI KLAX 260033Z VRB03KT 9SM -RA SCT026 BKN035 OVC045 17/15 A2999 RMK AO2 RAB2356 VIS 2 S-W P0001",
"72295023174","2013-01-26T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","02286,5,M,N","016093,5,N,5","+0178,5","+0150,5","10149,5","01,0003,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00945,5,99,9","07,5,+02286,5,99,9","08,5,+03048,5,99,9",,,"2,99,1,+00945,5,9","3,99,1,+02286,5,9","4,99,1,+03048,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,"MET12401/25/13 16:53:01 METAR KLAX 260053Z 00000KT 10SM SCT031 BKN075 OVC100 18/15 A2997 RMK AO2 RAB2356E50 SLP149 P0001 T01780150",
"72295023174","2013-01-26T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","01829,5,M,N","016093,5,N,5","+0172,5","+0150,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00671,5,99,9","07,5,+01829,5,99,9","07,5,+03048,5,99,9",,,"1,99,1,+00671,5,9","3,99,1,+01829,5,9","3,99,1,+03048,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET10701/25/13 17:53:01 METAR KLAX 260153Z 00000KT 10SM FEW022 BKN060 BKN100 17/15 A2999 RMK AO2 SLP153 T01720150",
"72295023174","2013-01-26T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0031,5","01311,5,M,N","012875,5,N,5","+0161,5","+0139,5","10156,5","01,0005,9,5","03,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+01311,5,99,9","07,5,+01524,5,99,9","08,5,+01829,5,99,9",,,"3,99,1,+01311,5,9","3,99,1,+01524,5,9","4,99,1,+01829,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5","3,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET13301/25/13 18:53:01 METAR KLAX 260253Z VRB06KT 8SM BKN043 BKN050 OVC060 16/14 A3000 RMK AO2 RAB00E51 SLP156 P0002 60003 T01610139 53001",
"72295023174","2013-01-26T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","360,5,N,0026,5","01158,5,M,N","016093,5,N,5","+0156,5","+0139,5","10150,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00853,5,99,9","07,5,+01158,5,99,9","08,5,+01433,5,99,9",,,"2,99,1,+00853,5,9","3,99,1,+01158,5,9","4,99,1,+01433,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5",,,,,,,,,,,,,,,,,"MET12401/25/13 19:53:01 METAR KLAX 260353Z 36005KT 10SM SCT028 BKN038 OVC047 16/14 A2998 RMK AO2 RAB0254E24 SLP150 P0000 T01560139",
"72295023174","2013-01-26T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","01036,5,M,N","016093,5,N,5","+0156,5","+0150,5","10151,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00792,5,99,9","07,5,+01036,5,99,9","08,5,+01829,5,99,9",,,"1,99,1,+00792,5,9","3,99,1,+01036,5,9","4,99,1,+01829,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5",,,,,,,,,,"3,01,0154,1,010",,,,,,,"MET14001/25/13 20:53:01 METAR KLAX 260453Z 00000KT 10SM FEW026 BKN034 OVC060 16/15 A2998 RMK AO2 PK WND 01030/0413 RAB16E26 SLP151 P0000 T01560150",
"72295023174","2013-01-26T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","00975,5,M,N","016093,5,N,5","+0161,5","+0133,5","10148,5","01,0000,9,5","06,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00975,5,99,9","08,5,+02591,5,99,9",,,,"3,99,1,+00975,5,9","4,99,1,+02591,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0178,1","999,N,+0156,1",,,,,,,,,,,"10149,5,10030,5","6,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET12401/25/13 21:53:01 METAR KLAX 260553Z VRB05KT 10SM BKN032 OVC085 16/13 A2997 RMK AO2 SLP148 60003 T01610133 10178 20156 56007",
"72295023174","2013-01-26T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,9,9999,9","99999,9,9,N","016000,1,N,1","+0161,1","+0133,1","10148,1","06,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00800,1,99,9,99,9","240,M,+0178,1","240,N,+0156,1",,,,,,,,,,,"99999,9,99999,9","6,1,007,1,+999,9",,,,,,,,,,,,,,,,"SYN098AAXX  26064 72295 12566 8//05 10161 20133 30093 40148 56007 69981 90553 333 10178 20156 555 92606;","Q01 100933APOSP "
"72295023174","2013-01-26T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","00914,5,M,N","016093,5,N,5","+0161,5","+0133,5","10150,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00914,5,99,9","08,5,+01280,5,99,9",,,,"3,99,1,+00914,5,9","4,99,1,+01280,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5",,,,,,,,,,,,,,,,,"MET10001/25/13 22:53:01 METAR KLAX 260653Z VRB04KT 10SM BKN030 OVC042 16/13 A2998 RMK AO2 SLP150 T01610133",
"72295023174","2013-01-26T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","02438,5,M,N","016093,5,N,5","+0161,5","+0133,5","10144,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01128,5,99,9","07,5,+02438,5,99,9","08,5,+02743,5,99,9",,,"1,99,1,+01128,5,9","3,99,1,+02438,5,9","4,99,1,+02743,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,,"MET11701/25/13 23:53:01 METAR KLAX 260753Z 00000KT 10SM FEW037 BKN080 OVC090 16/13 A2996 RMK AO2 SLP144 T01610133 401940156",
"72295023174","2013-01-26T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0041,9,5",,,,,,,,,,,,,,,,,,,,,,"AU,16,RA  ,5","AU,13,BR  ,5",,,,,,,"01,5,24,5",,,,,,,,,,,,"240,M,+0194,5","240,N,+0156,5",,,,,,,,,"024,W,+0150,D,4","024,D,+0139,D,4",,,"10051,4,10169,4","10051,4,10142,4",,,,,,,,"1,24,00715,070,9999,U","2,24,00581,070,9999,5","3,24,00210,999,9999,5","024,X,096,D,4","024,N,071,D,4","024,M,082,D,4","SOD70724 HR PRECIPITATION (IN): 0.16 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 6724 HR MIN TEMP (F): 60AVERAGE STATION PRESSURE:29.680 MINIMUM SEA LEVEL PRESSURE:29.95 TIME OF OCCURRENCE:2359  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG): 70 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.7 24 HR AVG TEMP (F): 64DEPART FROM NORMAL:  7  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):67  LATEST NIGHT MIN TEMP(1900-0800 LST):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T    0.00 T    0.01 0.06 T    0.01 0.04 T    T    T    T    0.00 T    0.01 0.01 0.00 0.02 T    T    0.00 0.00 0.00",
"72295023174","2013-01-26T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","02438,5,M,N","016093,5,N,5","+0161,5","+0133,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+01676,5,99,9","08,5,+02438,5,99,9",,,,"2,99,1,+01676,5,9","4,99,1,+02438,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","8,9,008,9,+999,9",,,,,,,,,,,,,,,,"MET11101/26/13 00:53:02 METAR KLAX 260853Z 00000KT 10SM SCT055 OVC080 16/13 A2995 RMK AO2 SLP140 T01610133 58008 (JK)",
