"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2024-03-26T00:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0093,5","22000,5,9,N","016093,5,N,5","+0150,5","+0100,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+02134,5,99,9","04,5,+06096,5,99,9","1,99,1,+00457,5,9","1,99,1,+02134,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,"0118,5",,,,,,,,"MET11003/25/24 16:53:01 METAR KLAX 260053Z 27018G23KT 10SM FEW015 FEW070 SCT200 15/10 A2990 RMK AO2 SLP124 T01500100",
"72295023174","2024-03-26T01:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0072,5","06096,5,M,N","016093,5,N,5","+0133,5","+0094,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02134,5,99,9","07,5,+06096,5,99,9",,"1,99,1,+02134,5,9","3,99,1,+06096,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02134,1,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,"MET10003/25/24 17:53:01 METAR KLAX 260153Z 27014KT 10SM FEW070 BKN200 13/09 A2992 RMK AO2 SLP130 T01330094",
"72295023174","2024-03-26T02:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0128,5","+0094,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+07620,5,99,9",,"1,99,1,+06096,5,9","2,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,06096,1,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5","3,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET10603/25/24 18:53:01 METAR KLAX 260253Z 27013KT 10SM FEW200 SCT250 13/09 A2993 RMK AO2 SLP134 T01280094 53007",
"72295023174","2024-03-26T03:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","270,1,N,0067,1","22000,1,9,N","016000,1,9,9","+0128,1","+0094,1","10134,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"99999,9,99999,9","3,1,007,1,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32966 42713 10128 20094 30080 40134 53007 90253 555 92603=","Q01 100803APOSP "
"72295023174","2024-03-26T03:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0122,5","+0094,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+07620,5,99,9",,"1,99,1,+06096,5,9","2,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,06096,1,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET10003/25/24 19:53:01 METAR KLAX 260353Z 22007KT 10SM FEW200 SCT250 12/09 A2995 RMK AO2 SLP142 T01220094",
"72295023174","2024-03-26T04:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0122,5","+0094,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+05486,5,99,9","04,5,+07620,5,99,9","1,99,1,+00457,5,9","1,99,1,+05486,5,9","2,99,1,+07620,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,,,,,,,,,,,,"MET10703/25/24 20:53:01 METAR KLAX 260453Z 23008KT 10SM FEW015 FEW180 SCT250 12/09 A2997 RMK AO2 SLP147 T01220094",
"72295023174","2024-03-26T05:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","160,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0122,5","+0094,5","10152,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","02,5,+00549,5,99,9","04,5,+06096,5,99,9","1,99,1,+00366,5,9","1,99,1,+00549,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","060,M,+0150,1","060,N,+0122,1",,,,,,,,,,,"10152,5,10034,5","1,9,019,9,+999,9",,,,,,,,,,,,,,,,"MET12503/25/24 21:53:01 METAR KLAX 260553Z 16003KT 10SM FEW012 FEW018 SCT200 12/09 A2998 RMK AO2 SLP152 T01220094 10150 20122 51019",
"72295023174","2024-03-26T06:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","160,1,N,0015,1","22000,1,9,N","016000,1,9,9","+0122,1","+0094,1","10152,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00450,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0150,1","240,N,+0111,1",,,,,,,,,,,"99999,9,99999,9","1,1,019,1,+999,9",,,,,,,,,,,,,,,,"SYN08072295 32466 41603 10122 20094 30097 40152 51019 90553 333 10150 20111 555 92606=","Q01 100973APOSP "
"72295023174","2024-03-26T06:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0122,5","+0094,5","10154,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","02,5,+00549,5,99,9","04,5,+06096,5,99,9","1,99,1,+00366,5,9","1,99,1,+00549,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET10703/25/24 22:53:01 METAR KLAX 260653Z 09006KT 10SM FEW012 FEW018 SCT200 12/09 A2999 RMK AO2 SLP154 T01220094",
"72295023174","2024-03-26T07:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0106,5","+0083,5","10155,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+01219,5,99,9","04,5,+06096,5,99,9","1,99,1,+00457,5,9","1,99,1,+01219,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","240,M,+0178,1","240,N,+0089,1",,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET11703/25/24 23:53:01 METAR KLAX 260753Z 09004KT 10SM FEW015 FEW040 SCT200 11/08 A2999 RMK AO2 SLP155 T01060083 401780089",
"72295023174","2024-03-26T07:59:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0178,5","240,N,+0089,5",,,,,,,,,"024,W,+0106,D,4","024,D,+0072,D,4",,,"10014,4,10132,4","10014,4,10105,4",,,,,,,,"1,24,01252,280,9999,5","2,24,00983,260,9999,5","3,24,00429,999,9999,5","024,X,086,D,4","024,N,050,D,4","024,M,069,D,4","SOD69224 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6424 HR MIN TEMP (F): 48AVERAGE STATION PRESSURE:29.570 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:0129 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 9.6 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: -4  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):64  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2024-03-26T08:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0100,5","+0083,5","10155,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+01219,5,99,9","04,5,+06096,5,99,9","1,99,1,+00457,5,9","1,99,1,+01219,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5","1,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET11903/26/24 00:53:02 METAR KLAX 260853Z 10006KT 10SM FEW015 FEW040 SCT200 10/08 A3000 RMK AO2 SLP155 T01000083 51003 (RPA)",
"72295023174","2024-03-26T09:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","100,1,N,0031,1","22000,1,9,N","016000,1,9,9","+0100,1","+0083,1","10155,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00450,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,00450,1,99,9,99,9",,,,,,,,,,,,,"99999,9,99999,9","1,1,003,1,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32466 41006 10100 20083 30103 40155 51003 90853 555 92609=","Q01 101033APOSP "
"72295023174","2024-03-26T09:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0106,5","+0089,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+00610,5,99,9","04,5,+06096,5,99,9","1,99,1,+00457,5,9","1,99,1,+00610,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET11303/26/24 01:53:02 METAR KLAX 260953Z 08005KT 10SM FEW015 FEW020 SCT200 11/09 A2999 RMK AO2 SLP153 T01060089 (RPA)",
"72295023174","2024-03-26T10:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0100,5","+0094,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","02,5,+00610,5,99,9","04,5,+06096,5,99,9","1,99,1,+00427,5,9","1,99,1,+00610,5,9","2,99,1,+06096,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET11303/26/24 02:53:02 METAR KLAX 261053Z 08005KT 10SM FEW014 FEW020 SCT200 10/09 A2999 RMK AO2 SLP153 T01000094 (RPA)",
"72295023174","2024-03-26T11:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0026,5","00792,5,M,N","016093,5,N,5","+0122,5","+0100,5","10150,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","07,5,+00792,5,99,9",,"1,99,1,+00427,5,9","3,99,1,+00792,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9","060,M,+0122,1","060,N,+0100,1",,,,,,,,,,,"10152,5,10034,5","8,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET12403/26/24 03:53:02 METAR KLAX 261153Z 11005KT 10SM FEW014 BKN026 12/10 A2998 RMK AO2 SLP150 T01220100 10122 20100 58005 (RPA)",
"72295023174","2024-03-26T12:25:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","050,5,N,0015,5","05486,5,M,N","016093,5,N,5","+0111,5","+0094,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","04,5,+00792,5,99,9","07,5,+05486,5,99,9","1,99,1,+00427,5,9","2,99,1,+00792,5,9","3,99,1,+05486,5,9",,,,,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET11603/26/24 04:25:02 SPECI KLAX 261225Z 05003KT 10SM FEW014 SCT026 BKN180 11/09 A2999 RMK AO2 SCT V BKN T01110094 (RPA)",
"72295023174","2024-03-26T12:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0021,5","00914,5,M,N","016093,5,N,5","+0111,5","+0094,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","04,5,+00762,5,99,9","07,5,+00914,5,99,9","1,99,1,+00427,5,9","2,99,1,+00762,5,9","3,99,1,+00914,5,9",,,,,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,,"MET11303/26/24 04:53:02 METAR KLAX 261253Z 05004KT 10SM FEW014 SCT025 BKN030 11/09 A2999 RMK AO2 SLP153 T01110094 (RPA)",
"72295023174","2024-03-26T13:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","050,5,N,0036,5","00975,5,M,N","016093,5,N,5","+0122,5","+0094,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","04,5,+00762,5,99,9","07,5,+00975,5,99,9","1,99,1,+00366,5,9","2,99,1,+00762,5,9","3,99,1,+00975,5,9",,,,,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,,"MET11303/26/24 05:53:02 METAR KLAX 261353Z 05007KT 10SM FEW012 SCT025 BKN032 12/09 A3000 RMK AO2 SLP157 T01220094 (DMQ)",
"72295023174","2024-03-26T14:19:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","050,5,N,0026,5","00701,5,M,N","016093,5,N,5","+0122,5","+0089,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00701,5,99,9","07,5,+00945,5,99,9",,"3,99,1,+00701,5,9","3,99,1,+00945,5,9",,,,,,,,,,,,,,,,,"10163,5,10044,5",,,,,,,,,,,,,,,,,"MET09903/26/24 06:19:02 SPECI KLAX 261419Z 05005KT 10SM BKN023 BKN031 12/09 A3001 RMK AO2 T01220089 (DMQ)",
"72295023174","2024-03-26T14:51:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","090,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0130,5","+0090,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00701,5,99,9","04,5,+01036,5,99,9",,"1,99,1,+00701,5,9","2,99,1,+01036,5,9",,,,,,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,"MET09403/26/24 06:51:02 SPECI KLAX 261451Z 09003KT 10SM FEW023 SCT034 13/09 A3002 RMK AO2 FIBI (DMQ)",
"72295023174","2024-03-26T14:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0128,5","+0094,5","10164,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00701,5,99,9","04,5,+01036,5,99,9",,"1,99,1,+00701,5,9","2,99,1,+01036,5,9",,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,00800,1,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5","3,9,014,9,+999,9",,,,,,,,,,,,,,,,"SYN06472295 32566 40000 10128 20094 30110 40164 53014 91453 555 92615=MET11203/26/24 06:53:02 METAR KLAX 261453Z 00000KT 10SM FEW023 SCT034 13/09 A3002 RMK AO2 SLP164 T01280094 53014 (DMQ)",
"72295023174","2024-03-26T15:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0144,5","+0094,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00762,5,99,9","04,5,+01067,5,99,9",,"1,99,1,+00762,5,9","2,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,"MET10603/26/24 07:53:02 METAR KLAX 261553Z 10009KT 10SM FEW025 SCT035 14/09 A3004 RMK AO2 SLP170 T01440094 (DMQ)",
"72295023174","2024-03-26T16:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","150,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0156,5","+0089,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00823,5,99,9","04,5,+01219,5,99,9",,"1,99,1,+00823,5,9","2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00823,1,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,"MET10603/26/24 08:53:02 METAR KLAX 261653Z 15003KT 10SM FEW027 SCT040 16/09 A3005 RMK AO2 SLP175 T01560089 (DMQ)",
"72295023174","2024-03-26T17:53:00","7","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","140,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0167,5","+0089,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01036,5,99,9","04,5,+01280,5,99,9",,"1,99,1,+01036,5,9","2,99,1,+01280,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01036,1,99,9,99,9","060,M,+0172,1","060,N,+0111,1",,,,,,,,,,,"10179,5,10061,5","1,9,016,9,+999,9",,,,,,,,,,,,,,,,"MET12403/26/24 09:53:02 METAR KLAX 261753Z 14008KT 10SM FEW034 SCT042 17/09 A3006 RMK AO2 SLP180 T01670089 10172 20111 51016 (DMQ)",
"72295023174","2024-03-26T18:00:00","4","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","99999","V020","140,1,N,0041,1","22000,1,9,N","016000,1,9,9","+0167,1","+0089,1","10180,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+01250,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,01250,1,99,9,99,9","120,M,+0172,1","120,N,+0111,1",,,,,,,,,,,"99999,9,99999,9","1,1,016,1,+999,9",,,,,,,,,,,,,,,,"SYN08072295 32666 41408 10167 20089 30124 40180 51016 91753 333 10172 20111 555 92618=","Q01 101243APOSP "
"72295023174","2024-03-26T18:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01067,5,99,9","04,5,+01372,5,99,9",,"1,99,1,+01067,5,9","2,99,1,+01372,5,9",,,,,,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,"MET10003/26/24 10:53:02 METAR KLAX 261853Z 25010KT 10SM FEW035 SCT045 17/11 A3007 RMK AO2 SLP182 T01670106",
"72295023174","2024-03-26T19:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01128,5,99,9","04,5,+01372,5,99,9",,"1,99,1,+01128,5,9","2,99,1,+01372,5,9",,,,,,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,"MET10603/26/24 11:53:02 METAR KLAX 261953Z 25011KT 10SM FEW037 SCT045 17/11 A3007 RMK AO2 SLP182 T01670106 (DMQ)",
"72295023174","2024-03-26T20:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10180,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","02,5,+01219,5,99,9","04,5,+02286,5,99,9","1,99,1,+00305,5,9","1,99,1,+01219,5,9","2,99,1,+02286,5,9",,,,,,,,,,,,,,,,"10179,5,10061,5","8,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET11903/26/24 12:53:02 METAR KLAX 262053Z 25011KT 10SM FEW010 FEW040 SCT075 17/11 A3006 RMK AO2 SLP180 T01670106 58001 (DMQ)",
"72295023174","2024-03-26T21:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","02,5,+01219,5,99,9","04,5,+07620,5,99,9","1,99,1,+00305,5,9","1,99,1,+01219,5,9","2,99,1,+07620,5,9",,,,,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET11203/26/24 13:53:02 METAR KLAX 262153Z 26013KT 10SM FEW010 FEW040 SCT250 17/11 A3006 RMK AO2 SLP178 T01670106 (AR)",
"72295023174","2024-03-26T22:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0156,5","+0106,5","10176,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,,,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,"MET09503/26/24 14:53:02 METAR KLAX 262253Z 27015KT 10SM CLR 16/11 A3005 RMK AO2 SLP176 T01560106 (AR)",
"72295023174","2024-03-26T23:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0156,5","+0100,5","10174,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,"1,99,1,+01219,5,9",,,,,,,,,,,,,,,,,,"10176,5,10057,5","8,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET11603/26/24 15:53:02 METAR KLAX 262353Z 26012KT 10SM FEW040 16/10 A3005 RMK AO2 SLP174 T01560100 10172 20156 58006 (AR)",
"72295023174","2024-03-27T00:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0150,5","+0100,5","10177,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,"1,99,1,+01219,5,9",,,,,,,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET09303/26/24 16:53:01 METAR KLAX 270053Z 27011KT 10SM FEW040 15/10 A3006 RMK AO2 SLP177 T01500100",
"72295023174","2024-03-27T01:53:00","6","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0139,5","+0083,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9","02,5,+07620,5,99,9",,"1,99,1,+01219,5,9","1,99,1,+07620,5,9",,,,,,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,"MET10003/26/24 17:53:01 METAR KLAX 270153Z 27009KT 10SM FEW040 FEW250 14/08 A3006 RMK AO2 SLP179 T01390083",
