"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AU4","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GA6","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72295023174","2005-03-19T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","070,5,N,0046,5","00518,5,M,N","008047,5,N,5","+0111,5","+0100,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,,,,,"08,5,+00518,5,99,9",,,,,,"4,99,1,+00518,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,10024,5",,,,,,"10,1",,,,,,,,"MET10003/19/05 07:51:50 METAR KLAX 191550Z 07009KT 5SM BR OVC017 11/10 A2995 RMK AO2 SLP140 T01110100 (LE)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-19T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","070,5,N,0051,5","00518,5,M,N","009656,5,N,5","+0122,5","+0106,5","10144,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,,,,,"08,5,+00518,5,99,9",,,,,,"4,99,1,+00518,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10146,5,10027,5",,,,,,"10,1",,,,,,,,"MET10003/19/05 08:51:51 METAR KLAX 191650Z 07010KT 6SM BR OVC017 12/11 A2996 RMK AO2 SLP144 T01220106 (LE)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-19T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,5,N,0046,5","00579,5,M,N","014484,5,N,5","+0144,5","+0111,5","10145,5","01,0000,9,5","06,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00579,5,99,9",,,,,,"4,99,1,+00579,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0144,1","999,N,+0100,1",,,,,,,,,"10146,5,10027,5","1,9,010,9,+999,9",,,,,"00,1",,,,,,,,"MET12103/19/05 09:51:52 METAR KLAX 191750Z 09009KT 9SM OVC019 14/11 A2996 RMK AO2 SLP145 60001 T01440111 10144 20100 51010 (LE)","Q01+999990APOSP "
"72295023174","2005-03-19T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","090,1,N,0046,1","99999,9,9,N","014000,1,N,1","+0144,1","+0111,1","10145,1","06,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0144,1","240,N,+0100,1",,,,,,,,,"10145,1,99999,9","1,1,010,1,+999,9",,,,,,,,,,,,,"SYN098AAXX  19184 72295 12464 80909 10144 20111 30107 40145 51010 69931 91750 333 10144 20100 555 91918;","Q01+999990APOA  Q02 101073APOSP "
"72295023174","2005-03-19T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,5,N,0036,5","00518,5,M,N","016093,5,N,5","+0150,5","+0111,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00518,5,99,9",,,,,,"4,99,1,+00518,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10149,5,10030,5",,,,,,"00,1",,,,,,,,"MET09803/19/05 10:51:51 METAR KLAX 191850Z 09007KT 10SM OVC017 15/11 A2997 RMK AO2 SLP147 T01500111 (LE)","Q01+999990APOSP "
"72295023174","2005-03-19T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,5,N,0046,5","00518,5,M,N","011265,5,N,5","+0144,5","+0117,5","10147,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00518,5,99,9",,,,,,"4,99,1,+00518,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10146,5,10027,5",,,,,,"00,1",,,,,,,,"MET11203/19/05 11:51:52 METAR KLAX 191950Z 09009KT 7SM OVC017 14/12 A2996 RMK AO2 RAB12E49 SLP147 P0000 T01440117 (LE)","Q01+999990APOSP "
"72295023174","2005-03-19T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","090,5,N,0046,5","00396,5,M,N","008047,5,N,5","+0150,5","+0128,5","10141,5","01,0000,2,5","03,0000,2,1",,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,,,,,"07,5,+00396,5,99,9","08,5,+00518,5,99,9",,,,,"3,99,1,+00396,5,9","4,99,1,+00518,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,10024,5","8,9,004,9,+999,9",,,,,"10,1",,,,,,,,"MET13603/19/05 12:51:52 METAR KLAX 192050Z 09009KT 5SM BR BKN013 OVC017 15/13 A2995 RMK AO2 RAB1955E36 SLP141 P0000 60000 T01500128 58004 (LE)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-19T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","150,5,N,0036,5","00640,5,M,N","009656,5,N,5","+0161,5","+0128,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,,"04,5,+00457,5,99,9","07,5,+00640,5,99,9","08,5,+01067,5,99,9",,,,"2,99,1,+00457,5,9","3,99,1,+00640,5,9","4,99,1,+01067,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,10024,5",,,,,,"05,5",,,,,,,,"MET11403/19/05 13:51:56 METAR KLAX 192150Z 15007KT 6SM HZ SCT015 BKN021 OVC035 16/13 A2995 RMK AO2 SLP140 T01610128 (LE)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-19T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","190,5,N,0051,5","00610,5,M,N","016093,5,N,5","+0167,5","+0133,5","10139,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5",,,,"51,5",,,,,,,"02,5,+00457,5,99,9","07,5,+00610,5,99,9","07,5,+01219,5,99,9",,,,"1,99,1,+00457,5,9","3,99,1,+00610,5,9","3,99,1,+01219,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,10020,5",,,,,,"51,1",,,,,,,,"MET13703/19/05 14:51:53 METAR KLAX 192250Z 19010KT 10SM -DZ FEW015 BKN020 BKN040 17/13 A2994 RMK AO2 RAB40E50DZB50 SLP139 P0000 T01670133 (RPA)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-19T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","220,5,N,0046,5","00853,5,M,N","016093,5,N,5","+0161,5","+0139,5","10140,5","01,0000,2,5","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","07,5,+00853,5,99,9","07,5,+01524,5,99,9",,,,"1,99,1,+00396,5,9","3,99,1,+00853,5,9","3,99,1,+01524,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0172,1","999,N,+0144,1",,,,,,,,,"10139,5,10020,5","5,9,001,9,+999,9",,,,,"00,1",,,,,,,,"MET15703/19/05 15:51:55 METAR KLAX 192350Z 22009KT 10SM FEW013 BKN028 BKN050 16/14 A2994 RMK AO2 DZE00RAB37E43 SLP140 P0000 60000 T01610139 10172 20144 55001 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","220,1,N,0046,1","99999,9,9,N","016000,1,N,1","+0161,1","+0139,1","10140,1","06,9999,9,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0172,1","180,N,+0100,1",,,,,,,,,"10138,1,99999,9","5,1,001,1,+999,9",,,,,,,,,,,,,"SYN098AAXX  20004 72295 12466 62209 10161 20139 30100 40140 55001 69901 92350 333 10172 20100 555 92000;","Q01+999990APOA  Q02 101003APOSP "
"72295023174","2005-03-20T00:27:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","260,5,N,0057,5","02134,5,M,N","016093,5,N,5","+0160,5","+0130,5","10138,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","04,5,+00914,5,99,9","07,5,+02134,5,99,9",,,,"1,99,1,+00396,5,9","2,99,1,+00914,5,9","3,99,1,+02134,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,10020,5",,,,,,"00,1",,,,,,,,"MET09603/19/05 16:28:50 SPECI KLAX 200027Z 26011KT 10SM FEW013 SCT030 BKN070 16/13 A2994 RMK AO2 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0057,5","22000,5,C,N","016093,5,N,5","+0156,5","+0122,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","02,5,+00914,5,99,9","04,5,+02134,5,99,9",,,,"1,99,1,+00396,5,9","1,99,1,+00914,5,9","2,99,1,+02134,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,10020,5",,,,,,"00,1",,,,,,,,"MET11303/19/05 16:59:53 METAR KLAX 200050Z 25011KT 10SM FEW013 FEW030 SCT070 16/12 A2994 RMK AO2 SLP139 T01560122 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0046,5","22000,5,9,N","012875,5,N,5","+0144,5","+0122,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","04,5,+00975,5,99,9","04,5,+02134,5,99,9",,,,"1,99,1,+00366,5,9","2,99,1,+00975,5,9","2,99,1,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10146,5,10027,5",,,,,,"00,1",,,,,,,,"MET11203/19/05 17:51:51 METAR KLAX 200150Z 26009KT 8SM FEW012 SCT032 SCT070 14/12 A2996 RMK AO2 SLP146 T01440122 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T02:11:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","250,5,N,0046,5","00335,5,M,N","011265,5,N,5","+0140,5","+0130,5","10148,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","07,5,+00335,5,99,9","07,5,+01067,5,99,9",,,,"1,99,1,+00244,5,9","3,99,1,+00335,5,9","3,99,1,+01067,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10149,5,10030,5",,,,,,"00,1",,,,,,,,"MET10703/19/05 18:16:00 SPECI KLAX 200211Z 25009KT 7SM FEW008 BKN011 BKN035 14/13 A2997 RMK AO2 CIG 010V013 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0041,5","00335,5,M,N","012875,5,N,5","+0144,5","+0128,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","07,5,+00335,5,99,9",,,,,"1,99,1,+00244,5,9","3,99,1,+00335,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10149,5,10030,5","3,9,009,9,+999,9",,,,,"00,1",,,,,,,,"MET11103/19/05 18:51:52 METAR KLAX 200250Z 25008KT 8SM FEW008 BKN011 14/13 A2997 RMK AO2 SLP149 T01440128 53009 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0057,5","22000,5,9,N","012875,5,N,5","+0139,5","+0122,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","02,5,+00335,5,99,9",,,,,"1,99,1,+00244,5,9","1,99,1,+00335,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10159,5,10040,5",,,,,,"00,1",,,,,,,,"MET10503/19/05 19:54:51 METAR KLAX 200350Z 25011KT 8SM FEW008 FEW011 14/12 A3000 RMK AO2 SLP156 T01390122 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0139,5","+0122,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00366,5,99,9",,,,,,"2,99,1,+00366,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10163,5,10044,5",,,,,,"00,1",,,,,,,,"MET09903/19/05 20:51:51 METAR KLAX 200450Z 25005KT 10SM SCT012 14/12 A3001 RMK AO2 SLP163 T01390122 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0139,5","+0122,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00366,5,99,9","04,5,+00549,5,99,9",,,,,"1,99,1,+00366,5,9","2,99,1,+00549,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0167,1","999,N,+0133,1",,,,,,,,,"10166,5,10047,5","1,9,016,9,+999,9",,,,,"00,1",,,,,,,,"MET12403/19/05 21:51:53 METAR KLAX 200550Z 25006KT 10SM FEW012 SCT018 14/12 A3002 RMK AO2 SLP165 T01390122 10167 20133 51016 (RPA)","Q01+999990APOSP "
"72295023174","2005-03-20T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0031,1","22000,1,9,N","016000,1,N,1","+0139,1","+0122,1","10165,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0167,1","240,N,+0100,1",,,,,,,,,"10165,1,99999,9","1,1,016,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  20064 72295 32466 42506 10139 20122 30127 40165 51016 90550 333 10167 20100 555 92006;","Q01+999990APOA  Q02  00002PRCP06Q03 101273APOSP "
"72295023174","2005-03-20T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0046,5","02134,5,M,N","012875,5,N,5","+0139,5","+0128,5","10166,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","04,5,+00823,5,99,9","07,5,+02134,5,99,9",,,,"1,99,1,+00396,5,9","2,99,1,+00823,5,9","3,99,1,+02134,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10166,5,10047,5",,,,,,"00,1",,,,,,,,"MET11103/19/05 22:51:51 METAR KLAX 200650Z 26009KT 8SM FEW013 SCT027 BKN070 14/13 A3002 RMK AO2 SLP166 T01390128 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T07:34:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","290,5,N,0031,5","00671,5,M,N","014484,5,N,5","+0140,5","+0130,5","10168,1","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,,"61,5",,,,,,,"04,5,+00457,5,99,9","07,5,+00671,5,99,9",,,,,"2,99,1,+00457,5,9","3,99,1,+00671,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10169,5,10051,5",,,,,,"61,1",,,,,,,,"MET10303/19/05 23:35:52 SPECI KLAX 200734Z 29006KT 9SM -RA SCT015 BKN022 14/13 A3003 RMK AO2 RAB26 P0000 (AR)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-20T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","320,5,N,0036,5","22000,5,9,N","014484,5,N,5","+0144,5","+0122,5","10165,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","04,5,+00671,5,99,9","04,5,+01067,5,99,9",,,,"1,99,1,+00396,5,9","2,99,1,+00671,5,9","2,99,1,+01067,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0172,1","999,N,+0100,1",,,,,,,,,"10166,5,10047,5",,,,,,"00,1",,,,,,,,"MET13603/19/05 23:51:53 METAR KLAX 200750Z 32007KT 9SM FEW013 SCT022 SCT035 14/12 A3002 RMK AO2 RAB26E42 SLP165 P0000 T01440122 401720100 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0008,9,5",,,,,,,,,,,,,,,,,,"AU,16,RA  ,5","AU,14,DZ  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,"01,5,24,5","08,5,24,5",,,,,,,,,,,,,,"240,M,+0172,5","240,N,+0100,5",,,,,,,,,,,"10024,4,10125,4",,,,,,,,,"1,24,00939,070,0210,5","2,24,00715,060,0114,5","3,24,00434,999,9999,5","SOD77024 HR PRECIPITATION (IN):0.03  WEATHER(CODE):1,8  24 HR MAX TEMP (F):63 24 HR MAX TEMP TIME (LST):1521 24 HR MIN TEMP (F):50 24 HR MIN TEMP TIME (LST):0632 AVERAGE STATION PRESSURE:29.600 MINIMUM SEA LEVEL PRESSURE:29.90 TIME OF OCCURRENCE:0441 PEAK WIND SPEED (MPH):21  PEAK WIND DIR (DEG):70  PEAK WIND TIME (LST):0210  FASTEST 2MIN SPEED (MPH):16 FASTEST 2MIN DIR (DEG):60  FASTEST 2MIN TIME (LST):0114 AVERAGE WIND SPEED (MPH):9.7  24 HR AVG TEMP (F):57 DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:8   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):63  LATEST NIGHT MIN TEMP(1900-0800 LST):50 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01 T    T    0.01 T    0.01 0.00 0.00 0.00 0.00 0.00 T    T    0.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 T","R01     N7GJS072R02     N7GKS075"
"72295023174","2005-03-20T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","280,5,N,0046,5","01311,5,M,N","008047,5,N,5","+0133,5","+0117,5","10167,5","01,0005,9,5","03,0005,9,1",,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,,"10,5","61,5",,,,,,"04,5,+01036,5,99,9","07,5,+01311,5,99,9","07,5,+02134,5,99,9",,,,"2,99,1,+01036,5,9","3,99,1,+01311,5,9","3,99,1,+02134,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10169,5,10051,5","3,9,002,9,+999,9",,,,,"10,1","61,1",,,,,,,"MET14203/20/05 00:51:54 METAR KLAX 200850Z 28009KT 5SM -RA BR SCT034 BKN043 BKN070 13/12 A3003 RMK AO2 RAB23 SLP167 P0002 60002 T01330117 53002 (AR)","Q01+999990APOSP Q02    003PRSWM1"
"72295023174","2005-03-20T09:09:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","300,5,N,0041,5","00671,5,M,N","016093,5,N,5","+0140,5","+0120,5","10168,1","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00396,5,99,9","07,5,+00671,5,99,9","08,5,+01981,5,99,9",,,,"2,99,1,+00396,5,9","3,99,1,+00671,5,9","4,99,1,+01981,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10169,5,10051,5",,,,,,"00,1",,,,,,,,"MET10703/20/05 01:10:52 SPECI KLAX 200909Z 30008KT 10SM SCT013 BKN022 OVC065 14/12 A3003 RMK AO2 RAE00 P0000 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T09:29:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","310,5,N,0026,5","02286,5,M,N","014484,5,N,5","+0140,5","+0120,5","10168,1","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00396,5,99,9","04,5,+00579,5,99,9","07,5,+02286,5,99,9",,,,"1,99,1,+00396,5,9","2,99,1,+00579,5,9","3,99,1,+02286,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10169,5,10051,5",,,,,,"00,1",,,,,,,,"MET10603/20/05 01:30:52 SPECI KLAX 200929Z 31005KT 9SM FEW013 SCT019 BKN075 14/12 A3003 RMK AO2 RAE00 P0000 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","300,5,N,0031,5","02286,5,M,N","016093,5,N,5","+0139,5","+0117,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00579,5,99,9","07,5,+02286,5,99,9",,,,,"1,99,1,+00579,5,9","3,99,1,+02286,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10166,5,10047,5",,,,,,"00,1",,,,,,,,"MET11703/20/05 01:52:03 METAR KLAX 200950Z 30006KT 10SM FEW019 BKN075 14/12 A3002 RMK AO2 RAE00 SLP165 P0000 T01390117 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","300,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0128,5","+0111,5","10164,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02286,5,99,9",,,,,,"1,99,1,+02286,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10166,5,10047,5",,,,,,"00,1",,,,,,,,"MET09803/20/05 02:51:51 METAR KLAX 201050Z 30006KT 10SM FEW075 13/11 A3002 RMK AO2 SLP164 T01280111 (AR)","Q01+999990APOSP "
"72295023174","2005-03-20T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0117,5","+0100,5","10167,5","01,0000,9,5","06,0005,9,1","24,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02286,5,99,9",,,,,,"1,99,1,+02286,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0144,1","999,N,+0117,1",,,,,,,,,"10169,5,10051,5","5,9,000,9,+999,9",,,,,"00,1",,,,,,,,"MET12803/20/05 03:51:52 METAR KLAX 201150Z 26006KT 10SM FEW075 12/10 A3003 RMK AO2 SLP167 60002 70003 T01170100 10144 20117 55000 (AR)","Q01+999990APOSP Q02  00088PRCP24"
"72295023174","2005-03-20T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0031,1","22000,1,9,N","016000,1,N,1","+0117,1","+0100,1","10167,1","06,0005,9,1","24,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,02250,1,99,9,99,9","120,N,+0117,1","240,M,+0172,1",,,,,,,,,"10168,1,99999,9","5,1,000,1,+999,9",,,,,,,,,,,,,"SYN104AAXX  20124 72295 12866 22606 10117 20100 30130 40167 55000 69951 91150 333 10172 20117 70008 555 92012;","Q01+999990APOA  Q02 101303APOSP "
"72295023174","2005-03-20T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,V,0026,5","22000,5,9,N","016093,5,N,5","+0128,5","+0094,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02286,5,99,9",,,,,,"1,99,1,+02286,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10173,5,10054,5","9,9,999,9,+000,1",,,,,"00,1",,,,,,,,"MET09803/20/05 04:51:51 METAR KLAX 201250Z VRB05KT 10SM FEW075 13/09 A3004 RMK AO2 SLP172 T01280094 (AR)","Q01+999990APOSP "
