"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GA6","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2006-03-30T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0128,5","+0089,5","10160,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02134,5,99,9","04,5,+04267,5,99,9","04,5,+06096,5,99,9",,,,"1,99,1,+02134,5,9","2,99,1,+04267,5,9","2,99,1,+06096,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5","3,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET11903/29/06 18:51:53 METAR KLAX 300250Z 24009KT 10SM FEW070 SCT140 SCT200 13/09 A3000 RMK AO2 SLP160 T01280089 53004 (DMQ)","Q01+999990APOSP "
"72295023174","2006-03-30T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0128,5","+0094,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00610,5,99,9","04,5,+04267,5,99,9","04,5,+06096,5,99,9",,,,"1,99,1,+00610,5,9","2,99,1,+04267,5,9","2,99,1,+06096,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,,"MET11303/29/06 19:51:53 METAR KLAX 300350Z 25008KT 10SM FEW020 SCT140 SCT200 13/09 A3002 RMK AO2 SLP163 T01280094 (DMQ)","Q01+999990APOSP "
"72295023174","2006-03-30T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0041,5","06096,5,M,N","016093,5,N,5","+0128,5","+0094,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00518,5,99,9","04,5,+01524,5,99,9","07,5,+06096,5,99,9",,,,"1,99,1,+00518,5,9","2,99,1,+01524,5,9","3,99,1,+06096,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,,"MET12303/29/06 20:56:09 METAR KLAX 300450Z 26008KT 10SM FEW017 SCT050 BKN200 13/09 A3004 RMK AO2 SCT V BKN SLP170 T01280094 (DMQ)","Q01+999990APOSP "
"72295023174","2006-03-30T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0041,5","05486,5,M,N","016093,5,N,5","+0122,5","+0094,5","10173,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","04,5,+01676,5,99,9","07,5,+05486,5,99,9",,,,"1,99,1,+00427,5,9","2,99,1,+01676,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0150,1","999,N,+0122,1",,,,,,,,,,,"10176,5,10057,5","1,9,015,9,+999,9",,,,,,,,,,,,,,,,,"MET13103/29/06 21:51:55 METAR KLAX 300550Z 25008KT 10SM FEW014 SCT055 BKN180 12/09 A3005 RMK AO2 SLP173 T01220094 10150 20122 51015 (DMQ)","Q01+999990APOSP "
"72295023174","2006-03-30T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0041,1","99999,9,9,N","016000,1,N,1","+0122,1","+0094,1","10173,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0150,1","240,N,+0111,1",,,,,,,,,,,"10176,1,99999,9","1,1,015,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  30064 72295 32466 62508 10122 20094 30137 40173 51015 90550 333 10150 20111 555 93006;","Q01+999990APOA  Q02 101373APOSP "
"72295023174","2006-03-30T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","320,5,N,0020,5","04877,5,M,N","016093,5,N,5","+0128,5","+0094,5","10173,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","04,5,+01524,5,99,9","07,5,+04877,5,99,9",,,,"1,99,1,+00427,5,9","2,99,1,+01524,5,9","3,99,1,+04877,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,,"MET11303/29/06 22:51:53 METAR KLAX 300650Z 32004KT 10SM FEW014 SCT050 BKN160 13/09 A3005 RMK AO2 SLP173 T01280094 (DMQ)","Q01+999990APOSP "
"72295023174","2006-03-30T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","05486,5,M,N","016093,5,N,5","+0128,5","+0083,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9","04,5,+01524,5,99,9","07,5,+05486,5,99,9",,,,"1,99,1,+00427,5,9","2,99,1,+01524,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,,"MET12303/29/06 23:51:52 METAR KLAX 300750Z VRB05KT 10SM FEW014 SCT050 BKN180 13/08 A3004 RMK AO2 SLP172 T01280083 401560100 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0008,9,P",,,,,,,,,,,,,,,,,,"AU,16,RA  ,5","AU,13,BR  ,5",,,,,,,,,"01,5,24,5",,,,,,,,,,,,,,,"240,M,+0156,5","240,N,+0100,5",,,,,,,,,"024,W,+0111,D,4","024,D,+0089,D,4",,,"10027,4,10149,4","10027,4,10115,4",,,,,,,,,"1,24,01118,250,1349,5","2,24,00939,250,1429,5","3,24,00478,999,9999,5","024,X,090,D,4","024,N,064,D,4","024,M,075,D,4","SOD77524 HR PRECIPITATION (IN): 0.02 WEATHER(CODE):1  24 HR MAX TEMP (F):60 24 HR MAX TEMP TIME (LST):1457 24 HR MIN TEMP (F):50 24 HR MIN TEMP TIME (LST):0556 AVERAGE STATION PRESSURE(D):29.610 MINIMUM SEA LEVEL PRESSURE:29.87 TIME OF OCCURRENCE:0327 PEAK WIND SPEED (MPH):25  PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1349  FASTEST 2MIN SPEED (MPH):21 FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1429 AVERAGE WIND SPEED (MPH):10.7 24 HR AVG TEMP (F):55 DEPART FROM NORMAL:  -4 HEATING DEGREE DAYS: 10 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 60 LATEST NIGHT MIN TEMP(1900-0800 LST):50 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.02T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2006-03-30T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0020,5","05486,5,M,N","016093,5,N,5","+0117,5","+0083,5","10168,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01524,5,99,9","07,5,+05486,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+01524,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5","8,9,005,9,+999,9",,,,,,,,,,,,,,,,,"MET11903/30/06 00:51:53 METAR KLAX 300850Z 23004KT 10SM FEW010 SCT050 BKN180 12/08 A3003 RMK AO2 SLP168 T01170083 58005 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","05486,5,M,N","016093,5,N,5","+0117,5","+0083,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01524,5,99,9","07,5,+05486,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+01524,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 01:51:52 METAR KLAX 300950Z 00000KT 10SM FEW010 SCT050 BKN180 12/08 A3004 RMK AO2 SLP169 T01170083 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","010,5,N,0020,5","05486,5,M,N","016093,5,N,5","+0117,5","+0083,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01676,5,99,9","07,5,+05486,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+01676,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10054,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 02:51:53 METAR KLAX 301050Z 01004KT 10SM FEW010 SCT055 BKN180 12/08 A3004 RMK AO2 SLP171 T01170083 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","05486,5,M,N","016093,5,N,5","+0111,5","+0083,5","10173,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00366,5,99,9","04,5,+01676,5,99,9","07,5,+05486,5,99,9",,,,"2,99,1,+00366,5,9","2,99,1,+01676,5,9","3,99,1,+05486,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0128,1","999,N,+0111,1",,,,,,,,,,,"10176,5,10057,5","3,9,005,9,+999,9",,,,,,,,,,,,,,,,,"MET13103/30/06 03:51:53 METAR KLAX 301150Z 00000KT 10SM SCT012 SCT055 BKN180 11/08 A3005 RMK AO2 SLP173 T01110083 10128 20111 53005 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","99999,9,9,N","016000,1,N,1","+0111,1","+0083,1","10173,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00450,1,99,9,99,9","120,N,+0111,1","240,M,+0156,1",,,,,,,,,,,"10176,1,99999,9","3,1,005,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  30124 72295 32466 60000 10111 20083 30137 40173 53005 91150 333 10156 20111 555 93012;","Q01+999990APOA  Q02 101373APOSP "
"72295023174","2006-03-30T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","05400,5,C,N","016093,5,N,5","+0106,5","+0078,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01829,5,99,9","04,5,+03658,5,99,9","07,5,+05400,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+01829,5,9","2,99,1,+03658,5,9","3,99,1,+05400,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 04:51:53 METAR KLAX 301250Z 00000KT 10SM FEW010 SCT060 SCT120 11/08 A3005 RMK AO2 SLP175 T01060078 (BLB)","Q01+999990APOSP P01 220003SCOCIG"
"72295023174","2006-03-30T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","05400,5,C,N","016093,5,N,5","+0111,5","+0083,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01829,5,99,9","04,5,+03658,5,99,9","07,5,+05400,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+01829,5,9","2,99,1,+03658,5,9","3,99,1,+05400,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10061,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 05:51:53 METAR KLAX 301350Z 00000KT 10SM FEW010 SCT060 SCT120 11/08 A3006 RMK AO2 SLP178 T01110083 (BLB)","Q01+999990APOSP P01 220003SCOCIG"
"72295023174","2006-03-30T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0026,5","05486,5,M,N","014484,5,N,5","+0117,5","+0089,5","10176,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+01676,5,99,9","07,5,+05486,5,99,9","07,5,+07500,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+01676,5,9","3,99,1,+05486,5,9","3,99,1,+07500,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5","0,9,002,9,+999,9",,,,,,,,,,,,,,,,,"MET11803/30/06 06:51:54 METAR KLAX 301450Z 09005KT 9SM FEW010 SCT055 BKN180 12/09 A3005 RMK AO2 SLP176 T01170089 50002 (BLB)","Q01+999990APOSP "
"72295023174","2006-03-30T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","04500,5,C,N","016093,5,N,5","+0128,5","+0089,5","10181,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","02,5,+00457,5,99,9","04,5,+01676,5,99,9","07,5,+04500,5,99,9","07,5,+06000,5,99,9",,"1,99,1,+00305,5,9","1,99,1,+00457,5,9","2,99,1,+01676,5,9","3,99,1,+04500,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 07:54:54 METAR KLAX 301550Z 00000KT 10SM FEW010 FEW015 SCT055 13/09 A3007 RMK AO2 SLP181 T01280089 (RPA)","Q01+999990APOSP P01 220003SCOCIG"
"72295023174","2006-03-30T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","01829,5,M,N","016093,5,N,5","+0139,5","+0089,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","04,5,+00701,5,99,9","07,5,+01829,5,99,9","07,5,+05100,5,99,9","07,5,+07500,5,99,9",,"1,99,1,+00457,5,9","2,99,1,+00701,5,9","3,99,1,+01829,5,9","3,99,1,+05100,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,,"MET11503/30/06 08:51:54 METAR KLAX 301650Z 00000KT 10SM FEW015 SCT023 BKN060 14/09 A3007 RMK AO2 SLP182 T01390089 $ (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","01829,5,M,N","016093,5,N,5","+0150,5","+0078,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00549,5,99,9","04,5,+00762,5,99,9","07,5,+01829,5,99,9","07,5,+05100,5,99,9",,,"1,99,1,+00549,5,9","2,99,1,+00762,5,9","3,99,1,+01829,5,9","3,99,1,+05100,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0156,1","999,N,+0106,1",,,,,,,,,,,"10186,5,10067,5","1,9,009,9,+999,9",,,,,,,,,,,,,,,,,"MET13303/30/06 09:54:55 METAR KLAX 301750Z VRB03KT 10SM FEW018 SCT025 BKN060 15/08 A3008 RMK AO2 SLP185 T01500078 10156 20106 51009 $ (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,V,0015,1","99999,9,9,N","016000,1,N,1","+0150,1","+0078,1","10185,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0156,1","240,N,+0106,1",,,,,,,,,,,"10186,1,99999,9","1,1,009,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  30184 72295 32466 69903 10150 20078 30147 40185 51009 91750 333 10156 20106 555 93018;","Q01+999990APOA  Q02 101473APOSP "
"72295023174","2006-03-30T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0161,5","+0083,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00549,5,99,9","02,5,+00762,5,99,9","04,5,+01829,5,99,9","04,5,+05100,5,99,9",,,"1,99,1,+00549,5,9","1,99,1,+00762,5,9","2,99,1,+01829,5,9","2,99,1,+05100,1,9","04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10064,5",,,,,,,,,,,,,,,,,,"MET11503/30/06 10:54:53 METAR KLAX 301850Z 23009KT 10SM FEW018 FEW025 SCT060 16/08 A3007 RMK AO2 SLP182 T01610083 $ (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0056,5","22000,5,9,N","016093,5,N,5","+0161,5","+0083,5","10175,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00762,5,99,9","02,5,+01829,5,99,9","04,5,+05182,5,99,9",,,,"1,99,1,+00762,5,9","1,99,1,+01829,5,9","2,99,1,+05182,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 11:56:53 METAR KLAX 301950Z 24011KT 10SM FEW025 FEW060 SCT170 16/08 A3005 RMK AO2 SLP175 T01610083 (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0071,5","22000,5,9,N","016093,5,N,5","+0161,5","+0089,5","10174,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","02,5,+01829,5,99,9","04,5,+05182,5,99,9",,,,"1,99,1,+00853,5,9","1,99,1,+01829,5,9","2,99,1,+05182,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10057,5","6,9,010,9,+999,9",,,,,,,,,,,,,,,,,"MET11903/30/06 12:54:53 METAR KLAX 302050Z 25014KT 10SM FEW028 FEW060 SCT170 16/09 A3005 RMK AO2 SLP174 T01610089 56010 (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0071,5","22000,5,9,N","016093,5,N,5","+0156,5","+0089,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","02,5,+01829,5,99,9","04,5,+05182,5,99,9",,,,"1,99,1,+00853,5,9","1,99,1,+01829,5,9","2,99,1,+05182,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,"0102,5",,,,,,,,"MET11603/30/06 13:53:53 METAR KLAX 302150Z 25014G20KT 10SM FEW028 FEW060 SCT170 16/09 A3003 RMK AO2 SLP169 T01560089 (RPA)","Q01+999990APOSP "
"72295023174","2006-03-30T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0077,5","07500,5,C,N","016093,5,N,5","+0156,5","+0083,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","02,5,+01829,5,99,9","04,5,+05182,5,99,9","07,5,+07500,5,99,9",,,"1,99,1,+00853,5,9","1,99,1,+01829,5,9","2,99,1,+05182,5,9","3,99,1,+07500,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10047,5",,,,,,,,,,,,,,,,,,"MET11303/30/06 14:53:52 METAR KLAX 302250Z 25015KT 10SM FEW028 FEW060 SCT170 16/08 A3002 RMK AO2 SLP165 T01560083 (RPA)","Q01+999990APOSP P01 220003SCOCIG"
"72295023174","2006-03-30T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","KLAX ","V030","260,5,N,0071,5","22000,5,9,N","016093,5,N,5","+0150,5","+0078,5","10160,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","04,5,+01829,5,99,9","04,5,+05182,5,99,9",,,,"1,99,1,+00853,5,9","2,99,1,+01829,5,9","2,99,1,+05182,5,9",,"06,99,1,99,9,99,9,00800,1,99,9,99,9","120,M,+0167,1","180,N,+0111,1",,,,,,,,,,,"10163,5,10044,5","6,9,014,9,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  31004 72295 32566 62614 10150 20078 30124 40160 56014 92350 333 10167 20111 555 93100;MET13003/30/06 15:51:55 METAR KLAX 302350Z 26014KT 10SM FEW028 SCT060 SCT170 15/08 A3001 RMK AO2 SLP160 T01500078 10167 20144 56014 (LE)","Q01+999990APOA  "
"72295023174","2006-03-31T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0071,5","07620,5,M,N","016093,5,N,5","+0144,5","+0078,5","10160,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","04,5,+05182,5,99,9","07,5,+07620,5,99,9",,,,"1,99,1,+01829,5,9","2,99,1,+05182,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10044,5",,,,,,,,,,,,,,,,,,"MET11203/30/06 16:51:58 METAR KLAX 310050Z 26014KT 10SM FEW060 SCT170 BKN250 14/08 A3001 RMK AO2 SLP160 T01440078 (LE)","Q01+999990APOSP "
"72295023174","2006-03-31T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0066,5","07500,5,C,N","016093,5,N,5","+0133,5","+0083,5","10161,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01676,5,99,9","04,5,+03048,5,99,9","04,5,+05182,5,99,9","07,5,+07500,5,99,9",,,"1,99,1,+01676,5,9","2,99,1,+03048,5,9","2,99,1,+05182,5,9","3,99,1,+07500,1,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10044,5",,,,,,,,,,,,,,,,,,"MET11203/30/06 17:51:54 METAR KLAX 310150Z 26013KT 10SM FEW055 SCT100 SCT170 13/08 A3001 RMK AO2 SLP161 T01330083 (LE)","Q01+999990APOSP P01 220003SCOCIG"
"72295023174","2006-03-31T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0051,5","07620,5,M,N","016093,5,N,5","+0133,5","+0078,5","10160,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","04,5,+05182,5,99,9","07,5,+07620,5,99,9",,,,"1,99,1,+01829,5,9","2,99,1,+05182,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10044,5","5,9,000,9,+999,9",,,,,,,,,,,,,,,,,"MET11803/30/06 18:51:53 METAR KLAX 310250Z 26010KT 10SM FEW060 SCT170 BKN250 13/08 A3001 RMK AO2 SLP160 T01330078 55000 (LE)","Q01+999990APOSP "
"72295023174","2006-03-31T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0056,5","22000,5,9,N","016093,5,N,5","+0133,5","+0078,5","10166,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","04,5,+04572,5,99,9",,,,,"1,99,1,+01829,5,9","2,99,1,+04572,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10051,5",,,,,,,,,,,,,,,,,,"MET10503/30/06 19:51:53 METAR KLAX 310350Z 26011KT 10SM FEW060 SCT150 13/08 A3003 RMK AO2 SLP166 T01330078 (LE)","Q01+999990APOSP "
