"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2007-04-01T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00213,5,M,N","003219,5,V,5","+0122,5","+0106,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"08,5,+00213,5,99,9",,,,,"4,99,1,+00213,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5","3,9,011,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET11904/01/07 06:55:53 METAR KLAX 011450Z 00000KT 2SM BR OVC007 12/11 A2993 RMK AO2 SLP134 VIS 1 1/2V2 T01220106 53011 (RPA)",
"72295023174","2007-04-01T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00213,5,M,N","003219,5,N,5","+0133,5","+0106,5","10135,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00213,5,99,9","07,5,+07620,5,99,9",,,,"3,99,1,+00213,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,"10,1",,,,,,,,,,,"MET10804/01/07 07:51:53 METAR KLAX 011550Z 00000KT 2SM BR BKN007 BKN250 13/11 A2994 RMK AO2 SLP135 T01330106 (RPA)",
"72295023174","2007-04-01T16:08:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","004023,5,N,5","+0140,5","+0110,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","04,5,+00274,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+00213,5,9","2,99,1,+00274,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,"05,5",,,,,,,,,,,"MET10204/01/07 08:09:51 SPECI KLAX 011608Z 00000KT 2 1/2SM HZ FEW007 SCT009 BKN250 14/11 A2993 RMK AO2 (RPA)",
"72295023174","2007-04-01T16:39:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","07620,5,M,N","004828,5,V,5","+0150,5","+0110,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","04,5,+00274,5,99,9","07,5,+07620,5,99,9",,,"1,99,1,+00213,5,9","2,99,1,+00274,5,9","3,99,1,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,"05,5",,,,,,,,,,,"MET12104/01/07 08:40:54 SPECI KLAX 011639Z 00000KT 3SM HZ FEW007 SCT009 BKN250 15/11 A2993 RMK AO2 VIS 2 1/2V4 ASOS VIS 5 (RPA)",
"72295023174","2007-04-01T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","07620,5,M,N","006437,5,N,5","+0150,5","+0106,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","07,5,+07620,5,99,9",,,,"1,99,1,+00213,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,"05,5",,,,,,,,,,,"MET10804/01/07 08:52:12 METAR KLAX 011650Z VRB03KT 4SM HZ FEW007 BKN250 15/11 A2993 RMK AO2 SLP136 T01500106 (RPA)",
"72295023174","2007-04-01T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0036,5","07620,5,M,N","006437,5,N,5","+0161,5","+0111,5","10135,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","07,5,+07620,5,99,9",,,,"1,99,1,+00213,5,9","3,99,1,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0167,1","999,N,+0117,1",,,,,,,,,,,"10135,5,10017,5","0,9,001,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET12604/01/07 09:51:54 METAR KLAX 011750Z 28007KT 4SM HZ FEW007 BKN250 16/11 A2993 RMK AO2 SLP135 T01610111 10167 20117 50001 (RPA)",
"72295023174","2007-04-01T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","280,1,N,0036,1","99999,9,9,N","006000,1,N,1","+0161,1","+0111,1","10135,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00250,1,99,9,99,9","120,M,+0167,1","240,N,+0117,1",,,,,,,,,,,"99999,9,99999,9","0,1,001,1,+999,9",,,,,,"05,1",,,,,,,,,,,"SYN098AAXX  01184 72295 31356 62807 10161 20111 30080 40135 50001 705// 91750 333 10167 20117 555 90118;","Q01 100803APOSP "
"72295023174","2007-04-01T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0036,5","22000,5,9,N","006437,5,N,5","+0172,5","+0106,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00213,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,"05,5",,,,,,,,,,,"MET10804/01/07 10:53:52 METAR KLAX 011850Z 28007KT 4SM HZ FEW007 SCT250 17/11 A2992 RMK AO2 SLP132 T01720106 (RPA)",
"72295023174","2007-04-01T19:01:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","290,5,N,0041,5","22000,5,9,N","006437,5,N,5","+0170,5","+0110,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00213,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,"05,5",,,,,,,,,,,"MET09104/01/07 11:04:40 SPECI KLAX 011901Z 29008KT 4SM HZ FEW007 SCT250 17/11 A2992 RMK AO2 (RPA)",
"72295023174","2007-04-01T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0051,5","22000,5,9,N","012875,5,N,5","+0167,5","+0106,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00213,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,,"MET10504/01/07 11:52:02 METAR KLAX 011950Z 28010KT 8SM FEW007 SCT250 17/11 A2992 RMK AO2 SLP130 T01670106 (RPA)",
"72295023174","2007-04-01T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5","8,9,010,9,+999,9",,,,,,,,,,,,,,,,,"MET10504/01/07 12:52:03 METAR KLAX 012050Z 28010KT 10SM FEW250 17/11 A2990 RMK AO2 SLP125 T01670106 58010 (RPA)",
"72295023174","2007-04-01T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0172,5","+0106,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+07620,5,99,9",,,,,"2,99,1,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,,"MET09904/01/07 13:51:57 METAR KLAX 012150Z 28010KT 10SM SCT250 17/11 A2989 RMK AO2 SLP120 T01720106 (RPA)",
"72295023174","2007-04-01T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0167,5","+0106,5","10116,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,09997,5",,,,,,,,,,,,,,,,,,"MET09804/01/07 14:51:52 METAR KLAX 012250Z 28011KT 10SM FEW250 17/11 A2987 RMK AO2 SLP116 T01670106 (AR)",
"72295023174","2007-04-01T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0161,5","+0111,5","10114,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0178,1","999,N,+0156,1",,,,,,,,,,,"10115,5,09997,5","6,9,011,9,+999,9",,,,,,,,,,,,,,,,,"MET11604/01/07 15:51:52 METAR KLAX 012350Z 28009KT 10SM FEW250 16/11 A2987 RMK AO2 SLP114 T01610111 10178 20156 56011 (AR)",
"72295023174","2007-04-02T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","280,1,N,0046,1","22000,1,9,N","016000,1,N,1","+0161,1","+0111,1","10114,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0178,1","180,N,+0122,1",,,,,,,,,,,"99999,9,99999,9","6,1,011,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  02004 72295 32966 22809 10161 20111 30060 40114 56011 92350 333 10178 20122 555 90200;","Q01 100603APOSP "
"72295023174","2007-04-02T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0156,5","+0111,5","10117,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,,,,,,,,,,,,"MET10504/01/07 16:52:02 METAR KLAX 020050Z 28009KT 10SM FEW010 SCT250 16/11 A2988 RMK AO2 SLP117 T01560111 (AR)",
"72295023174","2007-04-02T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","290,5,N,0041,5","22000,5,9,N","014484,5,N,5","+0144,5","+0106,5","10118,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+06096,5,99,9","04,5,+07620,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+06096,5,9","2,99,1,+07620,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,,,,,,,,,,,,"MET11104/01/07 17:51:52 METAR KLAX 020150Z 29008KT 9SM FEW010 SCT200 SCT250 14/11 A2988 RMK AO2 SLP118 T01440106 (AR)",
"72295023174","2007-04-02T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0031,5","22000,5,9,N","012875,5,N,5","+0133,5","+0111,5","10121,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5","1,9,007,9,+999,9",,,,,,,,,,,,,,,,,"MET11004/01/07 18:51:53 METAR KLAX 020250Z 28006KT 8SM FEW010 SCT250 13/11 A2989 RMK AO2 SLP121 T01330111 51007 (AR)",
"72295023174","2007-04-02T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","290,5,N,0026,5","22000,5,9,N","012875,5,N,5","+0133,5","+0111,5","10126,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+07620,5,99,9",,,,,"2,99,1,+07620,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,,,"MET09704/01/07 19:51:51 METAR KLAX 020350Z 29005KT 8SM SCT250 13/11 A2991 RMK AO2 SLP126 T01330111 (AR)",
"72295023174","2007-04-02T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0015,5","22000,5,9,N","012875,5,N,5","+0133,5","+0111,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+07620,5,99,9",,,,"1,99,1,+00305,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,,"MET10404/01/07 20:51:53 METAR KLAX 020450Z 26003KT 8SM FEW010 SCT250 13/11 A2992 RMK AO2 SLP130 T01330111 (AR)",
"72295023174","2007-04-02T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0133,5","+0117,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9",,,,,"1,99,1,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0161,1","999,N,+0133,1",,,,,,,,,,,"10135,5,10017,5","1,9,012,9,+999,9",,,,,,,,,,,,,,,,,"MET11504/01/07 21:51:52 METAR KLAX 020550Z 27004KT 7SM FEW010 13/12 A2993 RMK AO2 SLP133 T01330117 10161 20133 51012 (AR)",
"72295023174","2007-04-02T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","270,1,N,0021,1","22000,1,9,N","011000,1,N,1","+0133,1","+0117,1","10133,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0161,1","240,N,+0122,1",,,,,,,,,,,"99999,9,99999,9","1,1,012,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  02064 72295 32461 22704 10133 20117 30080 40133 51012 90550 333 10161 20122 555 90206;","Q01 100803APOSP "
"72295023174","2007-04-02T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","180,5,N,0015,5","22000,5,9,N","011265,5,N,5","+0133,5","+0117,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9",,,,,"1,99,1,+00305,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,,"MET09704/01/07 22:51:52 METAR KLAX 020650Z 18003KT 7SM FEW010 13/12 A2993 RMK AO2 SLP134 T01330117 (GG)",
"72295023174","2007-04-02T07:42:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,V,0015,5","22000,5,9,N","009656,5,N,5","+0140,5","+0120,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00244,5,99,9",,,,,"1,99,1,+00244,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"10,1",,,,,,,,,,,"MET08304/01/07 23:43:51 SPECI KLAX 020742Z VRB03KT 6SM BR FEW008 14/12 A2995 RMK AO2 (GG)",
"72295023174","2007-04-02T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0139,5","+0117,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00244,5,99,9",,,,,"1,99,1,+00244,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"10,1",,,,,,,,,,,"MET11004/01/07 23:51:53 METAR KLAX 020750Z 00000KT 6SM BR FEW008 14/12 A2995 RMK AO2 SLP141 T01390117 401780117 (GG)",
"72295023174","2007-04-02T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,,"01,5,24,5","08,5,24,5",,,,,,,,,,,,,"240,M,+0178,5","240,N,+0117,5",,,,,,,,,"024,W,+0122,D,4","024,D,+0111,D,4",,,"10007,4,10129,4","10007,4,10112,4",,,,,,,,,"1,24,00894,300,1454,5","2,24,00671,270,1400,5","3,24,00250,999,9999,5","024,X,090,D,4","024,N,065,D,4","024,M,081,D,4","SOD77324 HR PRECIPITATION (IN):0.00  WEATHER(CODE):1,8  24 HR MAX TEMP (F):64 24 HR MAX TEMP TIME (LST):1357 24 HR MIN TEMP (F):53 24 HR MIN TEMP TIME (LST):0618 AVERAGE STATION PRESSURE:29.550 MINIMUM SEA LEVEL PRESSURE:29.86 TIME OF OCCURRENCE:1543 PEAK WIND SPEED (MPH):20  PEAK WIND DIR (DEG):300 PEAK WIND TIME (LST):1454  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):1400 AVERAGE WIND SPEED (MPH):5.6  24 HR AVG TEMP (F):59 DEPART FROM NORMAL: 0   HEATING DEGREE DAYS:6   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):64  LATEST NIGHT MIN TEMP(1900-0800 LST):53 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"72295023174","2007-04-02T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0133,5","+0117,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00244,5,99,9",,,,,"1,99,1,+00244,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","0,9,007,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET10604/02/07 00:51:52 METAR KLAX 020850Z 00000KT 6SM BR FEW008 13/12 A2995 RMK AO2 SLP140 T01330117 50007 (GG)",
"72295023174","2007-04-02T09:30:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","00244,5,M,N","009656,5,N,5","+0130,5","+0110,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00244,5,99,9",,,,,"3,99,1,+00244,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"10,1",,,,,,,,,,,"MET08304/02/07 01:31:51 SPECI KLAX 020930Z 00000KT 6SM BR BKN008 13/11 A2995 RMK AO2 (GG)",
"72295023174","2007-04-02T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00244,5,M,N","009656,5,N,5","+0128,5","+0111,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00244,5,99,9",,,,,"3,99,1,+00244,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"10,1",,,,,,,,,,,"MET10004/02/07 01:51:53 METAR KLAX 020950Z 00000KT 6SM BR BKN008 13/11 A2995 RMK AO2 SLP139 T01280111 (GG)",
"72295023174","2007-04-02T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0026,5","00244,5,M,N","008047,5,N,5","+0128,5","+0106,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00244,5,99,9",,,,,"3,99,1,+00244,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"10,1",,,,,,,,,,,"MET10004/02/07 02:51:52 METAR KLAX 021050Z 11005KT 5SM BR BKN008 13/11 A2995 RMK AO2 SLP139 T01280106 (GG)",
"72295023174","2007-04-02T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","130,5,N,0021,5","00244,5,M,N","006437,5,N,5","+0133,5","+0111,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"08,5,+00244,5,99,9",,,,,"4,99,1,+00244,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0139,1","999,N,+0122,1",,,,,,,,,,,"10139,5,10020,5","8,9,004,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET11804/02/07 03:51:52 METAR KLAX 021150Z 13004KT 4SM BR OVC008 13/11 A2994 RMK AO2 SLP136 T01330111 10139 20122 58004 (GG)",
"72295023174","2007-04-02T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","130,1,N,0021,1","99999,9,9,N","006000,1,N,1","+0133,1","+0111,1","10136,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9","120,N,+0122,1","240,M,+0178,1",,,,,,,,,,,"99999,9,99999,9","8,1,004,1,+999,9",,,,,,"10,1",,,,,,,,,,,"SYN098AAXX  02124 72295 31356 81304 10133 20111 30083 40136 58004 710// 91150 333 10178 20122 555 90212;","Q01 100833APOSP "
"72295023174","2007-04-02T12:42:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","00305,5,M,N","008047,5,N,5","+0130,5","+0110,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00305,5,99,9",,,,,"4,99,1,+00305,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,"05,5",,,,,,,,,,,"MET08304/02/07 04:44:10 SPECI KLAX 021242Z 00000KT 5SM HZ OVC010 13/11 A2994 RMK AO2 (GG)",
"72295023174","2007-04-02T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0026,5","00305,5,M,N","008047,5,N,5","+0133,5","+0106,5","10138,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00305,5,99,9",,,,,"4,99,1,+00305,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,"05,5",,,,,,,,,,,"MET10004/02/07 04:51:52 METAR KLAX 021250Z 09005KT 5SM HZ OVC010 13/11 A2994 RMK AO2 SLP138 T01330106 (GG)",
"72295023174","2007-04-02T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","00366,5,M,N","004828,5,N,5","+0128,5","+0100,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"07,5,+00366,5,99,9","07,5,+06096,5,99,9",,,,"3,99,1,+00366,5,9","3,99,1,+06096,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,"05,5",,,,,,,,,,,"MET10704/02/07 05:51:51 METAR KLAX 021350Z 09004KT 3SM HZ BKN012 BKN200 13/10 A2995 RMK AO2 SLP141 T01280100 (GG)",
